"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"AIRWLS";122.554;0.0406;0.0093;0.015;0.304;0.8592;"Full";35
"Newton";94.001;0.0406;0.0093;0.0151;0.3617;0.8786;"Full";35
"C-SGD";45.005;0.0403;0.0092;0.0152;0.3941;0.9373;"Full";35
"B-SGD";27.682;0.0399;0.0092;0.0153;0.3715;0.9189;"Full";35
"AvaGrad";876.838;0.0465;0.1484;0.0234;-0.0088;0.2564;"Train";35
"Fisher";496.054;0.0422;0.1476;0.0159;0.2739;0.7747;"Train";35
"NBWaVE";127.187;0.0414;0.1474;0.0165;0.4935;0.9936;"Train";35
"CMF";207.779;0.0422;0.1476;0.0159;0.0296;0.5358;"Train";35
"NMF";277.844;0.0432;0.1478;0.0172;0.0235;0.5548;"Train";35
"NNLM";154.887;0.0414;0.1474;0.0153;6e-04;0.6929;"Train";35
"AIRWLS";122.554;0.0406;0.1473;0.0144;0.304;0.8592;"Train";35
"Newton";94.001;0.0405;0.1473;0.0144;0.3617;0.8786;"Train";35
"C-SGD";45.005;0.0401;0.1472;0.015;0.3941;0.9373;"Train";35
"B-SGD";27.682;0.0397;0.1471;0.0151;0.3715;0.9189;"Train";35
"AvaGrad";876.838;0.0464;0.4963;0.0239;-0.0088;0.2564;"Test";35
"Fisher";496.054;0.0424;0.4958;0.0195;0.2739;0.7747;"Test";35
"NBWaVE";127.187;0.0421;0.4958;0.017;0.4935;0.9936;"Test";35
"CMF";207.779;0.0423;0.4958;0.0187;0.0296;0.5358;"Test";35
"NMF";277.844;0.0433;0.4959;0.0192;0.0235;0.5548;"Test";35
"NNLM";154.887;0.0415;0.4958;0.0165;6e-04;0.6929;"Test";35
"AIRWLS";122.554;0.0408;0.4957;0.0166;0.304;0.8592;"Test";35
"Newton";94.001;0.0407;0.4957;0.0171;0.3617;0.8786;"Test";35
"C-SGD";45.005;0.0407;0.4957;0.0158;0.3941;0.9373;"Test";35
"B-SGD";27.682;0.0405;0.4957;0.0158;0.3715;0.9189;"Test";35
"AvaGrad";68.369;0.0442;0.0101;0.0271;-0.0415;0.263;"Full";36
"Fisher";270.559;0.0397;0.0091;0.0179;0.317;0.8814;"Full";36
"NBWaVE";119.716;0.0391;0.0089;0.0176;0.4589;0.9937;"Full";36
"CMF";200.427;0.0399;0.0092;Inf;0.08;0.6667;"Full";36
"NMF";NA;NA;NA;NA;NA;NA;"Full";36
"NNLM";154.288;0.0388;0.0089;Inf;0.0922;0.7935;"Full";36
"AIRWLS";120.705;0.0379;0.0087;0.0154;0.4829;0.9961;"Full";36
"Newton";117.165;0.0379;0.0087;0.0154;0.4713;0.996;"Full";36
"C-SGD";45.237;0.0378;0.0087;0.0161;0.462;0.9692;"Full";36
"B-SGD";27.698;0.0374;0.0086;0.0161;0.3531;0.9074;"Full";36
"AvaGrad";68.369;0.0441;0.1478;0.0269;-0.0415;0.263;"Train";36
"Fisher";270.559;0.0396;0.1469;0.0168;0.317;0.8814;"Train";36
"NBWaVE";119.716;0.0389;0.1468;0.0174;0.4589;0.9937;"Train";36
"CMF";200.427;0.0397;0.1469;0.0172;0.08;0.6667;"Train";36
"NMF";NA;NA;NA;NA;NA;NA;"Train";36
"NNLM";154.288;0.0387;0.1468;0.0166;0.0922;0.7935;"Train";36
"AIRWLS";120.705;0.0379;0.1466;0.0149;0.4829;0.9961;"Train";36
"Newton";117.165;0.0378;0.1466;0.015;0.4713;0.996;"Train";36
"C-SGD";45.237;0.0376;0.1465;0.0158;0.462;0.9692;"Train";36
"B-SGD";27.698;0.0371;0.1465;0.0159;0.3531;0.9074;"Train";36
"AvaGrad";68.369;0.0443;0.4964;0.0275;-0.0415;0.263;"Test";36
"Fisher";270.559;0.0399;0.4958;0.0214;0.317;0.8814;"Test";36
"NBWaVE";119.716;0.0397;0.4958;0.0181;0.4589;0.9937;"Test";36
"CMF";200.427;0.0405;0.4961;Inf;0.08;0.6667;"Test";36
"NMF";NA;NA;NA;NA;NA;NA;"Test";36
"NNLM";154.288;0.039;0.4958;Inf;0.0922;0.7935;"Test";36
"AIRWLS";120.705;0.0382;0.4957;0.0168;0.4829;0.9961;"Test";36
"Newton";117.165;0.0382;0.4957;0.0168;0.4713;0.996;"Test";36
"C-SGD";45.237;0.0384;0.4957;0.0167;0.462;0.9692;"Test";36
"B-SGD";27.698;0.0382;0.4957;0.0168;0.3531;0.9074;"Test";36
"AvaGrad";779.857;0.0459;0.0105;0.0256;-0.0124;0.2572;"Full";37
"Fisher";183.328;0.0416;0.0096;0.0169;0.3486;0.8948;"Full";37
"NBWaVE";163.948;0.041;0.0094;0.0166;0.5016;0.992;"Full";37
"CMF";205.484;0.0422;0.0097;Inf;0.0868;0.5985;"Full";37
"NMF";276.676;0.0428;0.0098;0.0184;-1e-04;0.6111;"Full";37
"NNLM";154.436;0.0408;0.0094;0.0159;-0.0169;0.7443;"Full";37
"AIRWLS";196.325;0.0399;0.0092;0.0148;0.4777;0.9906;"Full";37
"Newton";88.459;0.0398;0.0092;0.0149;0.4791;0.9929;"Full";37
"C-SGD";44.967;0.0396;0.0091;0.0152;0.4546;0.978;"Full";37
"B-SGD";27.741;0.0393;0.0091;0.0153;0.4604;0.9654;"Full";37
"AvaGrad";779.857;0.0458;0.1483;0.0255;-0.0124;0.2572;"Train";37
"Fisher";183.328;0.0415;0.1475;0.0156;0.3486;0.8948;"Train";37
"NBWaVE";163.948;0.0408;0.1473;0.0164;0.5016;0.992;"Train";37
"CMF";205.484;0.0417;0.1474;0.0164;0.0868;0.5985;"Train";37
"NMF";276.676;0.0427;0.1477;0.0175;-1e-04;0.6111;"Train";37
"NNLM";154.436;0.0407;0.1473;0.0155;-0.0169;0.7443;"Train";37
"AIRWLS";196.325;0.0397;0.1471;0.0141;0.4777;0.9906;"Train";37
"Newton";88.459;0.0397;0.1471;0.0141;0.4791;0.9929;"Train";37
"C-SGD";44.967;0.0394;0.1471;0.0149;0.4546;0.978;"Train";37
"B-SGD";27.741;0.039;0.147;0.015;0.4604;0.9654;"Train";37
"AvaGrad";779.857;0.046;0.4963;0.026;-0.0124;0.2572;"Test";37
"Fisher";183.328;0.0419;0.4958;0.0207;0.3486;0.8948;"Test";37
"NBWaVE";163.948;0.0417;0.4958;0.0173;0.5016;0.992;"Test";37
"CMF";205.484;0.0438;0.4963;Inf;0.0868;0.5985;"Test";37
"NMF";276.676;0.043;0.4959;0.0209;-1e-04;0.6111;"Test";37
"NNLM";154.436;0.041;0.4958;0.0172;-0.0169;0.7443;"Test";37
"AIRWLS";196.325;0.0401;0.4957;0.0167;0.4777;0.9906;"Test";37
"Newton";88.459;0.0401;0.4957;0.0173;0.4791;0.9929;"Test";37
"C-SGD";44.967;0.0401;0.4957;0.0159;0.4546;0.978;"Test";37
"B-SGD";27.741;0.0401;0.4957;0.016;0.4604;0.9654;"Test";37
"AvaGrad";76.491;0.0453;0.01;0.0242;-0.019;0.257;"Full";38
"Fisher";224.646;0.0413;0.0091;0.0184;0.2335;0.7213;"Full";38
"NBWaVE";121.69;0.0405;0.009;0.0181;0.4774;0.9974;"Full";38
"CMF";208.878;0.0411;0.0091;0.0186;0.0137;0.4837;"Full";38
"NMF";277.093;0.0423;0.0093;0.0195;-0.0028;0.5294;"Full";38
"NNLM";154.463;0.0401;0.0089;0.0169;0.0222;0.6909;"Full";38
"AIRWLS";135.141;0.0394;0.0088;0.0163;0.481;0.9769;"Full";38
"Newton";88.04;0.0394;0.0088;0.0165;0.4242;0.9547;"Full";38
"C-SGD";45.238;0.0392;0.0087;0.0166;0.3626;0.935;"Full";38
"B-SGD";27.968;0.0388;0.0086;0.0167;0.4291;0.9397;"Full";38
"AvaGrad";76.491;0.0453;0.148;0.0241;-0.019;0.257;"Train";38
"Fisher";224.646;0.0412;0.1473;0.0174;0.2335;0.7213;"Train";38
"NBWaVE";121.69;0.0403;0.1471;0.018;0.4774;0.9974;"Train";38
"CMF";208.878;0.0411;0.1472;0.0174;0.0137;0.4837;"Train";38
"NMF";277.093;0.0422;0.1475;0.019;-0.0028;0.5294;"Train";38
"NNLM";154.463;0.0401;0.1471;0.0166;0.0222;0.6909;"Train";38
"AIRWLS";135.141;0.0394;0.1469;0.0158;0.481;0.9769;"Train";38
"Newton";88.04;0.0394;0.1469;0.0158;0.4242;0.9547;"Train";38
"C-SGD";45.238;0.0391;0.1469;0.0165;0.3626;0.935;"Train";38
"B-SGD";27.968;0.0385;0.1468;0.0165;0.4291;0.9397;"Train";38
"AvaGrad";76.491;0.0452;0.4958;0.0245;-0.019;0.257;"Test";38
"Fisher";224.646;0.0414;0.4953;0.0213;0.2335;0.7213;"Test";38
"NBWaVE";121.69;0.041;0.4953;0.0184;0.4774;0.9974;"Test";38
"CMF";208.878;0.0412;0.4954;0.0223;0.0137;0.4837;"Test";38
"NMF";277.093;0.0423;0.4954;0.0209;-0.0028;0.5294;"Test";38
"NNLM";154.463;0.0402;0.4953;0.0177;0.0222;0.6909;"Test";38
"AIRWLS";135.141;0.0396;0.4952;0.0179;0.481;0.9769;"Test";38
"Newton";88.04;0.0396;0.4952;0.0185;0.4242;0.9547;"Test";38
"C-SGD";45.238;0.0397;0.4952;0.0172;0.3626;0.935;"Test";38
"B-SGD";27.968;0.0396;0.4952;0.0172;0.4291;0.9397;"Test";38
"AvaGrad";95.863;0.0452;0.0111;0.0253;-0.0125;0.2569;"Full";39
"Fisher";141.151;0.0403;0.0099;0.0163;0.4122;0.918;"Full";39
"NBWaVE";122.303;0.0397;0.0098;0.0161;0.479;0.9964;"Full";39
"CMF";210.962;0.0403;0.01;0.0163;0.074;0.674;"Full";39
"NMF";NA;NA;NA;NA;NA;NA;"Full";39
"NNLM";154.114;0.0394;0.0098;0.0154;-0.0172;0.7205;"Full";39
"AIRWLS";139.848;0.0385;0.0095;0.0141;0.4839;0.991;"Full";39
"Newton";120.473;0.0385;0.0095;0.0141;0.486;0.9904;"Full";39
"C-SGD";45.049;0.0382;0.0095;0.0145;0.5006;0.9843;"Full";39
"B-SGD";27.799;0.0379;0.0094;0.0145;0.4623;0.9657;"Full";39
"AvaGrad";95.863;0.0452;0.1489;0.0252;-0.0125;0.2569;"Train";39
"Fisher";141.151;0.0402;0.1479;0.0153;0.4122;0.918;"Train";39
"NBWaVE";122.303;0.0395;0.1477;0.0159;0.479;0.9964;"Train";39
"CMF";210.962;0.0402;0.1479;0.0157;0.074;0.674;"Train";39
"NMF";NA;NA;NA;NA;NA;NA;"Train";39
"NNLM";154.114;0.0393;0.1477;0.015;-0.0172;0.7205;"Train";39
"AIRWLS";139.848;0.0384;0.1475;0.0136;0.4839;0.991;"Train";39
"Newton";120.473;0.0384;0.1475;0.0136;0.486;0.9904;"Train";39
"C-SGD";45.049;0.038;0.1474;0.0143;0.5006;0.9843;"Train";39
"B-SGD";27.799;0.0376;0.1474;0.0143;0.4623;0.9657;"Train";39
"AvaGrad";95.863;0.0453;0.4965;0.0257;-0.0125;0.2569;"Test";39
"Fisher";141.151;0.0406;0.4958;0.019;0.4122;0.918;"Test";39
"NBWaVE";122.303;0.0403;0.4958;0.0165;0.479;0.9964;"Test";39
"CMF";210.962;0.0405;0.4959;0.0181;0.074;0.674;"Test";39
"NMF";NA;NA;NA;NA;NA;NA;"Test";39
"NNLM";154.114;0.0396;0.4958;0.0163;-0.0172;0.7205;"Test";39
"AIRWLS";139.848;0.0388;0.4957;0.0154;0.4839;0.991;"Test";39
"Newton";120.473;0.0388;0.4957;0.0158;0.486;0.9904;"Test";39
"C-SGD";45.049;0.0388;0.4957;0.015;0.5006;0.9843;"Test";39
"B-SGD";27.799;0.0386;0.4957;0.0151;0.4623;0.9657;"Test";39
"AvaGrad";78.946;0.0436;0.011;0.022;-0.0249;0.2601;"Full";40
"Fisher";137.452;0.0399;0.0101;0.0165;0.2621;0.7843;"Full";40
"NBWaVE";124.506;0.0391;0.0099;0.0164;0.482;0.9941;"Full";40
"CMF";203.287;0.0399;0.0101;0.0166;0.0198;0.5053;"Full";40
"NMF";276.544;0.0408;0.0103;0.0175;-0.0094;0.5553;"Full";40
"NNLM";154.233;0.0391;0.0099;0.0154;0.0041;0.6735;"Full";40
"AIRWLS";181.131;0.0382;0.0097;0.0148;0.4433;0.9606;"Full";40
"Newton";104.778;0.0383;0.0097;0.0149;0.4255;0.9453;"Full";40
"C-SGD";45.024;0.038;0.0097;0.0151;0.335;0.9083;"Full";40
"B-SGD";27.705;0.0376;0.0096;0.0151;0.3877;0.9447;"Full";40
"AvaGrad";78.946;0.0436;0.1487;0.0219;-0.0249;0.2601;"Train";40
"Fisher";137.452;0.0398;0.1479;0.0156;0.2621;0.7843;"Train";40
"NBWaVE";124.506;0.039;0.1477;0.0163;0.482;0.9941;"Train";40
"CMF";203.287;0.0398;0.1479;0.0157;0.0198;0.5053;"Train";40
"NMF";276.544;0.0407;0.1481;0.017;-0.0094;0.5553;"Train";40
"NNLM";154.233;0.039;0.1477;0.0151;0.0041;0.6735;"Train";40
"AIRWLS";181.131;0.0382;0.1475;0.0142;0.4433;0.9606;"Train";40
"Newton";104.778;0.0382;0.1475;0.0142;0.4255;0.9453;"Train";40
"C-SGD";45.024;0.0378;0.1475;0.0149;0.335;0.9083;"Train";40
"B-SGD";27.705;0.0373;0.1474;0.015;0.3877;0.9447;"Train";40
"AvaGrad";78.946;0.0436;0.4967;0.0223;-0.0249;0.2601;"Test";40
"Fisher";137.452;0.04;0.4962;0.0189;0.2621;0.7843;"Test";40
"NBWaVE";124.506;0.0396;0.4962;0.0167;0.482;0.9941;"Test";40
"CMF";203.287;0.0399;0.4963;0.0192;0.0198;0.5053;"Test";40
"NMF";276.544;0.0409;0.4963;0.0189;-0.0094;0.5553;"Test";40
"NNLM";154.233;0.0392;0.4962;0.0162;0.0041;0.6735;"Test";40
"AIRWLS";181.131;0.0384;0.4961;0.0166;0.4433;0.9606;"Test";40
"Newton";104.778;0.0384;0.4961;0.0171;0.4255;0.9453;"Test";40
"C-SGD";45.024;0.0385;0.4961;0.0156;0.335;0.9083;"Test";40
"B-SGD";27.705;0.0383;0.4961;0.0156;0.3877;0.9447;"Test";40
"AvaGrad";72.616;0.0443;0.0105;0.0236;-0.0123;0.2625;"Full";41
"Fisher";149.953;0.0405;0.0096;0.0173;0.3898;0.907;"Full";41
"NBWaVE";122.06;0.04;0.0095;0.0173;0.4422;0.9951;"Full";41
"CMF";210.242;0.0405;0.0096;0.0176;0.0233;0.5471;"Full";41
"NMF";NA;NA;NA;NA;NA;NA;"Full";41
"NNLM";154.521;0.0396;0.0094;0.0164;0.0023;0.7767;"Full";41
"AIRWLS";125.641;0.0389;0.0092;0.0155;0.51;0.9941;"Full";41
"Newton";79.369;0.0389;0.0092;0.0156;0.4311;0.9943;"Full";41
"C-SGD";45.139;0.0386;0.0092;0.0159;0.4632;0.9673;"Full";41
"B-SGD";27.701;0.0383;0.0091;0.016;0.4548;0.9495;"Full";41
"AvaGrad";72.616;0.0443;0.1485;0.0235;-0.0123;0.2625;"Train";41
"Fisher";149.953;0.0404;0.1477;0.0165;0.3898;0.907;"Train";41
"NBWaVE";122.06;0.0398;0.1476;0.0171;0.4422;0.9951;"Train";41
"CMF";210.242;0.0405;0.1477;0.0167;0.0233;0.5471;"Train";41
"NMF";NA;NA;NA;NA;NA;NA;"Train";41
"NNLM";154.521;0.0396;0.1475;0.0161;0.0023;0.7767;"Train";41
"AIRWLS";125.641;0.0388;0.1474;0.015;0.51;0.9941;"Train";41
"Newton";79.369;0.0388;0.1474;0.015;0.4311;0.9943;"Train";41
"C-SGD";45.139;0.0385;0.1473;0.0156;0.4632;0.9673;"Train";41
"B-SGD";27.701;0.0381;0.1472;0.0158;0.4548;0.9495;"Train";41
"AvaGrad";72.616;0.0443;0.496;0.0238;-0.0123;0.2625;"Test";41
"Fisher";149.953;0.0407;0.4955;0.0196;0.3898;0.907;"Test";41
"NBWaVE";122.06;0.0405;0.4955;0.0177;0.4422;0.9951;"Test";41
"CMF";210.242;0.0407;0.4956;0.02;0.0233;0.5471;"Test";41
"NMF";NA;NA;NA;NA;NA;NA;"Test";41
"NNLM";154.521;0.0398;0.4955;0.0173;0.0023;0.7767;"Test";41
"AIRWLS";125.641;0.0391;0.4954;0.017;0.51;0.9941;"Test";41
"Newton";79.369;0.0391;0.4954;0.0173;0.4311;0.9943;"Test";41
"C-SGD";45.139;0.0391;0.4954;0.0165;0.4632;0.9673;"Test";41
"B-SGD";27.701;0.0391;0.4954;0.0165;0.4548;0.9495;"Test";41
"AvaGrad";64.555;0.0466;0.0097;0.0255;-0.0318;0.2623;"Full";42
"Fisher";145.544;0.042;0.0087;0.018;0.359;0.8654;"Full";42
"NBWaVE";121.776;0.0413;0.0086;0.0178;0.4534;0.9976;"Full";42
"CMF";207.144;0.0425;0.0089;0.019;0.0213;0.5191;"Full";42
"NMF";NA;NA;NA;NA;NA;NA;"Full";42
"NNLM";154.837;0.0413;0.0086;0.017;-0.0236;0.682;"Full";42
"AIRWLS";188.288;0.0401;0.0084;0.0158;0.5168;0.9949;"Full";42
"Newton";76.892;0.0401;0.0084;0.0159;0.4919;0.9955;"Full";42
"C-SGD";45.169;0.0399;0.0084;0.0164;0.4369;0.9729;"Full";42
"B-SGD";27.747;0.0395;0.0083;0.0164;0.4629;0.9793;"Full";42
"AvaGrad";64.555;0.0465;0.1474;0.0253;-0.0318;0.2623;"Train";42
"Fisher";145.544;0.0419;0.1466;0.0168;0.359;0.8654;"Train";42
"NBWaVE";121.776;0.0411;0.1464;0.0176;0.4534;0.9976;"Train";42
"CMF";207.144;0.0424;0.1467;0.0173;0.0213;0.5191;"Train";42
"NMF";NA;NA;NA;NA;NA;NA;"Train";42
"NNLM";154.837;0.0412;0.1464;0.0165;-0.0236;0.682;"Train";42
"AIRWLS";188.288;0.04;0.1463;0.0153;0.5168;0.9949;"Train";42
"Newton";76.892;0.04;0.1463;0.0153;0.4919;0.9955;"Train";42
"C-SGD";45.169;0.0397;0.1462;0.0161;0.4369;0.9729;"Train";42
"B-SGD";27.747;0.0393;0.1461;0.0161;0.4629;0.9793;"Train";42
"AvaGrad";64.555;0.0466;0.4962;0.026;-0.0318;0.2623;"Test";42
"Fisher";145.544;0.0422;0.4957;0.0214;0.359;0.8654;"Test";42
"NBWaVE";121.776;0.0418;0.4957;0.0182;0.4534;0.9976;"Test";42
"CMF";207.144;0.0426;0.4959;0.0238;0.0213;0.5191;"Test";42
"NMF";NA;NA;NA;NA;NA;NA;"Test";42
"NNLM";154.837;0.0415;0.4958;0.0184;-0.0236;0.682;"Test";42
"AIRWLS";188.288;0.0404;0.4956;0.0173;0.5168;0.9949;"Test";42
"Newton";76.892;0.0404;0.4956;0.0176;0.4919;0.9955;"Test";42
"C-SGD";45.169;0.0404;0.4956;0.0172;0.4369;0.9729;"Test";42
"B-SGD";27.747;0.0403;0.4956;0.0171;0.4629;0.9793;"Test";42
"AvaGrad";659.745;0.0425;0.0108;0.022;-0.0139;0.2563;"Full";43
"Fisher";258.309;0.0386;0.0098;0.0161;0.3274;0.8632;"Full";43
"NBWaVE";118.733;0.038;0.0097;0.016;0.489;0.9971;"Full";43
"CMF";207.387;0.0388;0.0099;0.0171;0.0191;0.4384;"Full";43
"NMF";NA;NA;NA;NA;NA;NA;"Full";43
"NNLM";153.684;0.0378;0.0097;0.0151;-0.0222;0.7157;"Full";43
"AIRWLS";157.351;0.037;0.0095;0.0145;0.5044;0.9779;"Full";43
"Newton";94.928;0.037;0.0095;0.0147;0.4686;0.9753;"Full";43
"C-SGD";44.558;0.0368;0.0094;0.0147;0.4472;0.9693;"Full";43
"B-SGD";27.45;0.0365;0.0094;0.0147;0.3963;0.953;"Full";43
"AvaGrad";659.745;0.0425;0.1486;0.0219;-0.0139;0.2563;"Train";43
"Fisher";258.309;0.0385;0.1477;0.0153;0.3274;0.8632;"Train";43
"NBWaVE";118.733;0.0378;0.1476;0.0159;0.489;0.9971;"Train";43
"CMF";207.387;0.0388;0.1478;0.0155;0.0191;0.4384;"Train";43
"NMF";NA;NA;NA;NA;NA;NA;"Train";43
"NNLM";153.684;0.0378;0.1476;0.0148;-0.0222;0.7157;"Train";43
"AIRWLS";157.351;0.037;0.1474;0.0138;0.5044;0.9779;"Train";43
"Newton";94.928;0.037;0.1474;0.0138;0.4686;0.9753;"Train";43
"C-SGD";44.558;0.0367;0.1473;0.0145;0.4472;0.9693;"Train";43
"B-SGD";27.45;0.0362;0.1473;0.0146;0.3963;0.953;"Train";43
"AvaGrad";659.745;0.0425;0.4964;0.0223;-0.0139;0.2563;"Test";43
"Fisher";258.309;0.0387;0.4959;0.0184;0.3274;0.8632;"Test";43
"NBWaVE";118.733;0.0384;0.4959;0.0163;0.489;0.9971;"Test";43
"CMF";207.387;0.0389;0.496;0.0216;0.0191;0.4384;"Test";43
"NMF";NA;NA;NA;NA;NA;NA;"Test";43
"NNLM";153.684;0.038;0.4959;0.0159;-0.0222;0.7157;"Test";43
"AIRWLS";157.351;0.0372;0.4958;0.0163;0.5044;0.9779;"Test";43
"Newton";94.928;0.0372;0.4958;0.0172;0.4686;0.9753;"Test";43
"C-SGD";44.558;0.0372;0.4958;0.0153;0.4472;0.9693;"Test";43
"B-SGD";27.45;0.0371;0.4958;0.0152;0.3963;0.953;"Test";43
"AvaGrad";792.227;0.0395;0.0123;0.0252;-0.0367;0.2638;"Full";44
"Fisher";126.561;0.0359;0.0112;0.016;0.3313;0.8325;"Full";44
"NBWaVE";150.326;0.0354;0.011;0.0155;0.4783;0.9819;"Full";44
"CMF";201.251;0.0357;0.0111;0.015;0.1038;0.7006;"Full";44
"NMF";277.322;0.0368;0.0114;0.0171;0.0233;0.6769;"Full";44
"NNLM";154.619;0.0353;0.011;0.0145;0.0472;0.7832;"Full";44
"AIRWLS";144.907;0.0345;0.0108;0.0135;0.3858;0.9834;"Full";44
"Newton";109.551;0.0345;0.0108;0.0136;0.4779;0.9878;"Full";44
"C-SGD";45.01;0.0344;0.0107;0.0144;0.4152;0.9366;"Full";44
"B-SGD";27.39;0.0339;0.0106;0.014;0.3924;0.9232;"Full";44
"AvaGrad";792.227;0.0395;0.1497;0.0251;-0.0367;0.2638;"Train";44
"Fisher";126.561;0.0358;0.1488;0.0144;0.3313;0.8325;"Train";44
"NBWaVE";150.326;0.0353;0.1486;0.0153;0.4783;0.9819;"Train";44
"CMF";201.251;0.0356;0.1487;0.0143;0.1038;0.7006;"Train";44
"NMF";277.322;0.0368;0.149;0.0161;0.0233;0.6769;"Train";44
"NNLM";154.619;0.0352;0.1486;0.0141;0.0472;0.7832;"Train";44
"AIRWLS";144.907;0.0344;0.1484;0.013;0.3858;0.9834;"Train";44
"Newton";109.551;0.0344;0.1484;0.013;0.4779;0.9878;"Train";44
"C-SGD";45.01;0.0342;0.1483;0.0141;0.4152;0.9366;"Train";44
"B-SGD";27.39;0.0337;0.1482;0.0138;0.3924;0.9232;"Train";44
"AvaGrad";792.227;0.0396;0.4974;0.0257;-0.0367;0.2638;"Test";44
"Fisher";126.561;0.0361;0.4968;0.0206;0.3313;0.8325;"Test";44
"NBWaVE";150.326;0.0359;0.4968;0.0161;0.4783;0.9819;"Test";44
"CMF";201.251;0.0358;0.4968;0.0167;0.1038;0.7006;"Test";44
"NMF";277.322;0.037;0.4969;0.02;0.0233;0.6769;"Test";44
"NNLM";154.619;0.0354;0.4968;0.0156;0.0472;0.7832;"Test";44
"AIRWLS";144.907;0.0347;0.4967;0.0151;0.3858;0.9834;"Test";44
"Newton";109.551;0.0347;0.4967;0.0154;0.4779;0.9878;"Test";44
"C-SGD";45.01;0.0348;0.4967;0.015;0.4152;0.9366;"Test";44
"B-SGD";27.39;0.0346;0.4967;0.0146;0.3924;0.9232;"Test";44
"AvaGrad";744.469;0.0421;0.0125;0.0222;-0.0452;0.2593;"Full";45
"Fisher";134.308;0.0387;0.0116;0.0154;0.2507;0.8337;"Full";45
"NBWaVE";124.731;0.0381;0.0114;0.0151;0.4632;0.9958;"Full";45
"CMF";201.566;0.0385;0.0116;0.0154;0.1529;0.6344;"Full";45
"NMF";276.035;0.0398;0.0119;0.0171;0.0478;0.6069;"Full";45
"NNLM";153.84;0.0378;0.0113;0.0143;0.0194;0.7104;"Full";45
"AIRWLS";193.33;0.0371;0.0111;0.0134;0.491;0.9903;"Full";45
"Newton";107.109;0.0371;0.0111;0.0136;0.5019;0.9922;"Full";45
"C-SGD";44.73;0.037;0.0111;0.0141;0.3905;0.9364;"Full";45
"B-SGD";27.648;0.0366;0.011;0.0141;0.3911;0.955;"Full";45
"AvaGrad";744.469;0.042;0.1502;0.0221;-0.0452;0.2593;"Train";45
"Fisher";134.308;0.0386;0.1493;0.0142;0.2507;0.8337;"Train";45
"NBWaVE";124.731;0.0379;0.1492;0.015;0.4632;0.9958;"Train";45
"CMF";201.566;0.0385;0.1493;0.0146;0.1529;0.6344;"Train";45
"NMF";276.035;0.0397;0.1496;0.0163;0.0478;0.6069;"Train";45
"NNLM";153.84;0.0377;0.1491;0.0139;0.0194;0.7104;"Train";45
"AIRWLS";193.33;0.037;0.1489;0.0127;0.491;0.9903;"Train";45
"Newton";107.109;0.037;0.1489;0.0127;0.5019;0.9922;"Train";45
"C-SGD";44.73;0.0368;0.1489;0.0138;0.3905;0.9364;"Train";45
"B-SGD";27.648;0.0363;0.1488;0.0139;0.3911;0.955;"Train";45
"AvaGrad";744.469;0.0422;0.4972;0.0226;-0.0452;0.2593;"Test";45
"Fisher";134.308;0.0389;0.4966;0.0187;0.2507;0.8337;"Test";45
"NBWaVE";124.731;0.0387;0.4966;0.0156;0.4632;0.9958;"Test";45
"CMF";201.566;0.0387;0.4967;0.018;0.1529;0.6344;"Test";45
"NMF";276.035;0.04;0.4967;0.0194;0.0478;0.6069;"Test";45
"NNLM";153.84;0.038;0.4966;0.0154;0.0194;0.7104;"Test";45
"AIRWLS";193.33;0.0374;0.4965;0.0153;0.491;0.9903;"Test";45
"Newton";107.109;0.0374;0.4965;0.0159;0.5019;0.9922;"Test";45
"C-SGD";44.73;0.0375;0.4965;0.0149;0.3905;0.9364;"Test";45
"B-SGD";27.648;0.0373;0.4965;0.0147;0.3911;0.955;"Test";45
"AvaGrad";876.813;0.046;0.0104;0.0252;-0.0123;0.26;"Full";46
"Fisher";129.785;0.0418;0.0095;0.0176;0.3075;0.8397;"Full";46
"NBWaVE";121.977;0.0411;0.0094;0.0173;0.4829;0.9992;"Full";46
"CMF";209.607;0.042;0.0096;Inf;-0.0239;0.5131;"Full";46
"NMF";276.107;0.043;0.0098;0.0189;0.0113;0.5163;"Full";46
"NNLM";154.265;0.041;0.0094;0.0166;-0.0172;0.7593;"Full";46
"AIRWLS";117.267;0.04;0.0092;0.0154;0.4752;0.9992;"Full";46
"Newton";91.635;0.04;0.0092;0.0155;0.4733;0.9991;"Full";46
"C-SGD";44.485;0.0398;0.0091;0.0159;0.4523;0.9718;"Full";46
"B-SGD";27.646;0.0395;0.0091;0.016;0.4431;0.9727;"Full";46
"AvaGrad";876.813;0.046;0.1483;0.025;-0.0123;0.26;"Train";46
"Fisher";129.785;0.0417;0.1475;0.0167;0.3075;0.8397;"Train";46
"NBWaVE";121.977;0.0409;0.1473;0.0172;0.4829;0.9992;"Train";46
"CMF";209.607;0.0418;0.1475;0.0168;-0.0239;0.5131;"Train";46
"NMF";276.107;0.0429;0.1478;0.0183;0.0113;0.5163;"Train";46
"NNLM";154.265;0.041;0.1474;0.0162;-0.0172;0.7593;"Train";46
"AIRWLS";117.267;0.0399;0.1471;0.015;0.4752;0.9992;"Train";46
"Newton";91.635;0.0399;0.1471;0.015;0.4733;0.9991;"Train";46
"C-SGD";44.485;0.0397;0.1471;0.0157;0.4523;0.9718;"Train";46
