"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"Fisher";217.707;0.0381;0.1486;0.0156;0.2391;0.799;"Train";12
"NBWaVE";122.576;0.0375;0.1484;0.0164;0.3934;0.9903;"Train";12
"CMF";192.744;0.038;0.1486;0.0156;0.0828;0.6178;"Train";12
"NMF";276.734;0.0392;0.1489;0.0172;0.0107;0.6137;"Train";12
"NNLM";154.442;0.0375;0.1484;0.0152;-0.0058;0.7402;"Train";12
"AIRWLS";195.813;0.0366;0.1482;0.014;0.448;0.9519;"Train";12
"Newton";91.621;0.0366;0.1482;0.014;0.4284;0.9516;"Train";12
"C-SGD";45.092;0.0363;0.1482;0.015;0.3296;0.8965;"Train";12
"B-SGD";27.653;0.0359;0.1481;0.015;0.3435;0.8827;"Train";12
"AvaGrad";60.044;0.042;0.4967;0.0255;-0.0356;0.2649;"Test";12
"Fisher";217.707;0.0384;0.4961;0.0212;0.2391;0.799;"Test";12
"NBWaVE";122.576;0.0381;0.4961;0.0171;0.3934;0.9903;"Test";12
"CMF";192.744;0.0382;0.4962;Inf;0.0828;0.6178;"Test";12
"NMF";276.734;0.0393;0.4962;0.0204;0.0107;0.6137;"Test";12
"NNLM";154.442;0.0377;0.4962;0.0173;-0.0058;0.7402;"Test";12
"AIRWLS";195.813;0.0368;0.4961;0.0162;0.448;0.9519;"Test";12
"Newton";91.621;0.0368;0.496;0.0164;0.4284;0.9516;"Test";12
"C-SGD";45.092;0.0369;0.4961;0.016;0.3296;0.8965;"Test";12
"B-SGD";27.653;0.0367;0.4961;0.0158;0.3435;0.8827;"Test";12
"AvaGrad";67.388;0.0431;0.012;0.0233;-0.0283;0.2644;"Full";13
"Fisher";129.229;0.0394;0.0109;0.0156;0.2679;0.8235;"Full";13
"NBWaVE";120.228;0.0387;0.0108;0.0153;0.4671;0.9946;"Full";13
"CMF";200.024;0.0394;0.011;Inf;0.1615;0.6143;"Full";13
"NMF";NA;NA;NA;NA;NA;NA;"Full";13
"NNLM";153.997;0.0386;0.0108;Inf;0.099;0.6478;"Full";13
"AIRWLS";122.517;0.0378;0.0105;0.0135;0.5007;0.9854;"Full";13
"Newton";73.46;0.0377;0.0105;0.0135;0.4496;0.9833;"Full";13
"C-SGD";45.049;0.0375;0.0105;0.0139;0.5086;0.9787;"Full";13
"B-SGD";27.698;0.0371;0.0104;0.014;0.4398;0.9849;"Full";13
"AvaGrad";67.388;0.0432;0.1495;0.0232;-0.0283;0.2644;"Train";13
"Fisher";129.229;0.0394;0.1486;0.0145;0.2679;0.8235;"Train";13
"NBWaVE";120.228;0.0386;0.1484;0.0152;0.4671;0.9946;"Train";13
"CMF";200.024;0.0394;0.1487;0.0149;0.1615;0.6143;"Train";13
"NMF";NA;NA;NA;NA;NA;NA;"Train";13
"NNLM";153.997;0.0385;0.1484;0.0141;0.099;0.6478;"Train";13
"AIRWLS";122.517;0.0377;0.1483;0.0129;0.5007;0.9854;"Train";13
"Newton";73.46;0.0377;0.1483;0.0129;0.4496;0.9833;"Train";13
"C-SGD";45.049;0.0374;0.1482;0.0137;0.5086;0.9787;"Train";13
"B-SGD";27.698;0.0369;0.1481;0.0138;0.4398;0.9849;"Train";13
"AvaGrad";67.388;0.0431;0.4972;0.0236;-0.0283;0.2644;"Test";13
"Fisher";129.229;0.0395;0.4966;0.0187;0.2679;0.8235;"Test";13
"NBWaVE";120.228;0.0391;0.4966;0.0157;0.4671;0.9946;"Test";13
"CMF";200.024;0.0395;0.4967;Inf;0.1615;0.6143;"Test";13
"NMF";NA;NA;NA;NA;NA;NA;"Test";13
"NNLM";153.997;0.0386;0.4966;Inf;0.099;0.6478;"Test";13
"AIRWLS";122.517;0.0379;0.4965;0.015;0.5007;0.9854;"Test";13
"Newton";73.46;0.0379;0.4964;0.0152;0.4496;0.9833;"Test";13
"C-SGD";45.049;0.0379;0.4965;0.0145;0.5086;0.9787;"Test";13
"B-SGD";27.698;0.0377;0.4964;0.0144;0.4398;0.9849;"Test";13
"AvaGrad";65.687;0.0476;0.01;0.027;-0.0221;0.2589;"Full";14
"Fisher";285.584;0.0429;0.009;0.0189;0.3524;0.8417;"Full";14
"NBWaVE";125.13;0.0423;0.0089;0.0186;0.4899;0.9936;"Full";14
"CMF";203.718;0.0433;0.0091;Inf;0.1399;0.6346;"Full";14
"NMF";NA;NA;NA;NA;NA;NA;"Full";14
"NNLM";154.859;0.042;0.0089;0.0177;0.0086;0.724;"Full";14
"AIRWLS";189.746;0.0412;0.0087;0.0165;0.4809;0.9633;"Full";14
"Newton";87.808;0.0412;0.0087;0.0166;0.4484;0.9577;"Full";14
"C-SGD";45.117;0.0409;0.0086;0.0171;0.4736;0.962;"Full";14
"B-SGD";27.817;0.0406;0.0086;0.017;0.4089;0.9593;"Full";14
"AvaGrad";65.687;0.0476;0.1478;0.0269;-0.0221;0.2589;"Train";14
"Fisher";285.584;0.0429;0.147;0.0176;0.3524;0.8417;"Train";14
"NBWaVE";125.13;0.0421;0.1468;0.0184;0.4899;0.9936;"Train";14
"CMF";203.718;0.0432;0.147;Inf;0.1399;0.6346;"Train";14
"NMF";NA;NA;NA;NA;NA;NA;"Train";14
"NNLM";154.859;0.042;0.1468;0.0173;0.0086;0.724;"Train";14
"AIRWLS";189.746;0.0411;0.1467;0.0159;0.4809;0.9633;"Train";14
"Newton";87.808;0.0411;0.1467;0.0159;0.4484;0.9577;"Train";14
"C-SGD";45.117;0.0408;0.1466;0.0168;0.4736;0.962;"Train";14
"B-SGD";27.817;0.0403;0.1465;0.0168;0.4089;0.9593;"Train";14
"AvaGrad";65.687;0.0475;0.4961;0.0273;-0.0221;0.2589;"Test";14
"Fisher";285.584;0.0431;0.4956;0.0224;0.3524;0.8417;"Test";14
"NBWaVE";125.13;0.0428;0.4956;0.019;0.4899;0.9936;"Test";14
"CMF";203.718;0.0434;0.4957;Inf;0.1399;0.6346;"Test";14
"NMF";NA;NA;NA;NA;NA;NA;"Test";14
"NNLM";154.859;0.0421;0.4956;0.0187;0.0086;0.724;"Test";14
"AIRWLS";189.746;0.0413;0.4955;0.0181;0.4809;0.9633;"Test";14
"Newton";87.808;0.0413;0.4955;0.0184;0.4484;0.9577;"Test";14
"C-SGD";45.117;0.0413;0.4955;0.0178;0.4736;0.962;"Test";14
"B-SGD";27.817;0.0412;0.4955;0.0177;0.4089;0.9593;"Test";14
"AvaGrad";64.622;0.0428;0.0099;0.0255;-0.0123;0.2597;"Full";15
"Fisher";207.189;0.0388;0.009;0.0184;0.3631;0.9054;"Full";15
"NBWaVE";122.882;0.0383;0.0088;0.0182;0.4991;0.9974;"Full";15
"CMF";206.099;0.039;0.0091;0.0184;0.0831;0.6591;"Full";15
"NMF";275.577;0.0401;0.0093;0.0199;-0.0065;0.5937;"Full";15
"NNLM";153.627;0.0382;0.0089;0.0174;0.0035;0.6465;"Full";15
"AIRWLS";90.981;0.0372;0.0086;0.0162;0.5071;0.9976;"Full";15
"Newton";75.686;0.0371;0.0086;0.0162;0.4725;0.9973;"Full";15
"C-SGD";44.688;0.037;0.0086;0.0167;0.4949;0.9874;"Full";15
"B-SGD";27.532;0.0367;0.0085;0.0168;0.4536;0.9698;"Full";15
"AvaGrad";64.622;0.0428;0.1478;0.0254;-0.0123;0.2597;"Train";15
"Fisher";207.189;0.0388;0.1471;0.0175;0.3631;0.9054;"Train";15
"NBWaVE";122.882;0.0381;0.1469;0.018;0.4991;0.9974;"Train";15
"CMF";206.099;0.039;0.1471;0.0176;0.0831;0.6591;"Train";15
"NMF";275.577;0.04;0.1473;0.0193;-0.0065;0.5937;"Train";15
"NNLM";153.627;0.0382;0.1469;0.017;0.0035;0.6465;"Train";15
"AIRWLS";90.981;0.0371;0.1467;0.0157;0.5071;0.9976;"Train";15
"Newton";75.686;0.0371;0.1467;0.0157;0.4725;0.9973;"Train";15
"C-SGD";44.688;0.0369;0.1467;0.0164;0.4949;0.9874;"Train";15
"B-SGD";27.532;0.0364;0.1466;0.0166;0.4536;0.9698;"Train";15
"AvaGrad";64.622;0.0429;0.4959;0.0259;-0.0123;0.2597;"Test";15
"Fisher";207.189;0.039;0.4954;0.0211;0.3631;0.9054;"Test";15
"NBWaVE";122.882;0.0387;0.4954;0.0187;0.4991;0.9974;"Test";15
"CMF";206.099;0.0391;0.4955;0.0205;0.0831;0.6591;"Test";15
"NMF";275.577;0.0402;0.4955;0.0216;-0.0065;0.5937;"Test";15
"NNLM";153.627;0.0384;0.4954;0.0184;0.0035;0.6465;"Test";15
"AIRWLS";90.981;0.0373;0.4953;0.0174;0.5071;0.9976;"Test";15
"Newton";75.686;0.0373;0.4953;0.0175;0.4725;0.9973;"Test";15
"C-SGD";44.688;0.0374;0.4953;0.0173;0.4949;0.9874;"Test";15
"B-SGD";27.532;0.0373;0.4953;0.0174;0.4536;0.9698;"Test";15
"AvaGrad";65.137;0.0403;0.0118;0.0235;-0.0335;0.2634;"Full";16
"Fisher";187.277;0.0368;0.0108;0.016;0.3778;0.8901;"Full";16
"NBWaVE";115.229;0.0363;0.0106;0.0156;0.458;0.9966;"Full";16
"CMF";200.688;0.0367;0.0108;Inf;0.0911;0.6167;"Full";16
"NMF";NA;NA;NA;NA;NA;NA;"Full";16
"NNLM";153.509;0.0363;0.0107;Inf;0.0046;0.7884;"Full";16
"AIRWLS";171.268;0.0353;0.0104;0.0137;0.4956;0.9984;"Full";16
"Newton";121.875;0.0353;0.0104;0.0137;0.5001;0.998;"Full";16
"C-SGD";44.627;0.0352;0.0104;0.0142;0.4931;0.9788;"Full";16
"B-SGD";28.202;0.0349;0.0103;0.0143;0.4503;0.9716;"Full";16
"AvaGrad";65.137;0.0403;0.1498;0.0234;-0.0335;0.2634;"Train";16
"Fisher";187.277;0.0368;0.1489;0.0148;0.3778;0.8901;"Train";16
"NBWaVE";115.229;0.0362;0.1488;0.0154;0.458;0.9966;"Train";16
"CMF";200.688;0.0367;0.1489;0.015;0.0911;0.6167;"Train";16
"NMF";NA;NA;NA;NA;NA;NA;"Train";16
"NNLM";153.509;0.0362;0.1488;0.0147;0.0046;0.7884;"Train";16
"AIRWLS";171.268;0.0353;0.1486;0.0132;0.4956;0.9984;"Train";16
"Newton";121.875;0.0353;0.1486;0.0132;0.5001;0.998;"Train";16
"C-SGD";44.627;0.0351;0.1485;0.014;0.4931;0.9788;"Train";16
"B-SGD";28.202;0.0347;0.1484;0.0141;0.4503;0.9716;"Train";16
"AvaGrad";65.137;0.0401;0.4964;0.0237;-0.0335;0.2634;"Test";16
"Fisher";187.277;0.0368;0.4958;0.0191;0.3778;0.8901;"Test";16
"NBWaVE";115.229;0.0365;0.4958;0.016;0.458;0.9966;"Test";16
"CMF";200.688;0.0369;0.496;Inf;0.0911;0.6167;"Test";16
"NMF";NA;NA;NA;NA;NA;NA;"Test";16
"NNLM";153.509;0.0363;0.4959;Inf;0.0046;0.7884;"Test";16
"AIRWLS";171.268;0.0353;0.4957;0.015;0.4956;0.9984;"Test";16
"Newton";121.875;0.0353;0.4957;0.015;0.5001;0.998;"Test";16
"C-SGD";44.627;0.0354;0.4957;0.0148;0.4931;0.9788;"Test";16
"B-SGD";28.202;0.0353;0.4957;0.0149;0.4503;0.9716;"Test";16
"AvaGrad";62.295;0.0422;0.0113;0.0223;-0.016;0.2604;"Full";17
"Fisher";137.367;0.0385;0.0103;0.016;0.2961;0.8238;"Full";17
"NBWaVE";119.529;0.0379;0.0102;0.0157;0.5035;0.9958;"Full";17
"CMF";209.056;0.0386;0.0104;0.0161;0.0992;0.628;"Full";17
"NMF";NA;NA;NA;NA;NA;NA;"Full";17
"NNLM";153.616;0.0377;0.0102;0.0149;-0.0124;0.7541;"Full";17
"AIRWLS";99.306;0.0369;0.0099;0.014;0.4676;0.9981;"Full";17
"Newton";79.658;0.0369;0.0099;0.0142;0.5094;0.9945;"Full";17
"C-SGD";44.492;0.0367;0.0099;0.0145;0.438;0.9555;"Full";17
"B-SGD";27.343;0.0363;0.0098;0.0147;0.3854;0.9338;"Full";17
"AvaGrad";62.295;0.0422;0.149;0.0222;-0.016;0.2604;"Train";17
"Fisher";137.367;0.0384;0.1481;0.015;0.2961;0.8238;"Train";17
"NBWaVE";119.529;0.0377;0.148;0.0156;0.5035;0.9958;"Train";17
"CMF";209.056;0.0385;0.1482;0.0153;0.0992;0.628;"Train";17
"NMF";NA;NA;NA;NA;NA;NA;"Train";17
"NNLM";153.616;0.0376;0.148;0.0146;-0.0124;0.7541;"Train";17
"AIRWLS";99.306;0.0368;0.1478;0.0135;0.4676;0.9981;"Train";17
"Newton";79.658;0.0368;0.1478;0.0135;0.5094;0.9945;"Train";17
"C-SGD";44.492;0.0365;0.1477;0.0143;0.438;0.9555;"Train";17
"B-SGD";27.343;0.036;0.1476;0.0145;0.3854;0.9338;"Train";17
"AvaGrad";62.295;0.0423;0.4968;0.0225;-0.016;0.2604;"Test";17
"Fisher";137.367;0.0387;0.4962;0.0189;0.2961;0.8238;"Test";17
"NBWaVE";119.529;0.0384;0.4962;0.0161;0.5035;0.9958;"Test";17
"CMF";209.056;0.0388;0.4963;0.0184;0.0992;0.628;"Test";17
"NMF";NA;NA;NA;NA;NA;NA;"Test";17
"NNLM";153.616;0.038;0.4962;0.0159;-0.0124;0.7541;"Test";17
"AIRWLS";99.306;0.0371;0.4961;0.0153;0.4676;0.9981;"Test";17
"Newton";79.658;0.0371;0.4961;0.0161;0.5094;0.9945;"Test";17
"C-SGD";44.492;0.0373;0.4961;0.0151;0.438;0.9555;"Test";17
"B-SGD";27.343;0.0371;0.4961;0.0152;0.3854;0.9338;"Test";17
"AvaGrad";70.396;0.0457;0.0106;0.0222;-0.0239;0.2578;"Full";18
"Fisher";227.426;0.0417;0.0097;0.0168;0.2839;0.8085;"Full";18
"NBWaVE";123.085;0.0409;0.0096;0.0166;0.4931;0.9978;"Full";18
"CMF";211.952;0.0419;0.0098;0.0171;0.0072;0.55;"Full";18
"NMF";274.572;0.0428;0.01;0.0181;0.0017;0.5338;"Full";18
"NNLM";153.349;0.0408;0.0096;0.016;0.0156;0.7384;"Full";18
"AIRWLS";121.191;0.0399;0.0094;0.0149;0.4567;0.9868;"Full";18
"Newton";75.447;0.0399;0.0094;0.0149;0.5247;0.989;"Full";18
"C-SGD";44.545;0.0396;0.0093;0.0153;0.4864;0.9766;"Full";18
"B-SGD";27.397;0.0393;0.0092;0.0153;0.4395;0.9665;"Full";18
"AvaGrad";70.396;0.0457;0.1488;0.0222;-0.0239;0.2578;"Train";18
"Fisher";227.426;0.0417;0.148;0.016;0.2839;0.8085;"Train";18
"NBWaVE";123.085;0.0408;0.1478;0.0166;0.4931;0.9978;"Train";18
"CMF";211.952;0.0419;0.1481;0.0163;0.0072;0.55;"Train";18
"NMF";274.572;0.0429;0.1482;0.0176;0.0017;0.5338;"Train";18
"NNLM";153.349;0.0408;0.1478;0.0157;0.0156;0.7384;"Train";18
"AIRWLS";121.191;0.0399;0.1476;0.0144;0.4567;0.9868;"Train";18
"Newton";75.447;0.0399;0.1476;0.0144;0.5247;0.989;"Train";18
"C-SGD";44.545;0.0395;0.1476;0.0151;0.4864;0.9766;"Train";18
"B-SGD";27.397;0.0391;0.1475;0.0152;0.4395;0.9665;"Train";18
"AvaGrad";70.396;0.0455;0.4958;0.0223;-0.0239;0.2578;"Test";18
"Fisher";227.426;0.0417;0.4953;0.0191;0.2839;0.8085;"Test";18
"NBWaVE";123.085;0.0413;0.4953;0.0168;0.4931;0.9978;"Test";18
"CMF";211.952;0.0419;0.4954;0.0192;0.0072;0.55;"Test";18
"NMF";274.572;0.0428;0.4954;0.0194;0.0017;0.5338;"Test";18
"NNLM";153.349;0.0408;0.4953;0.0168;0.0156;0.7384;"Test";18
"AIRWLS";121.191;0.04;0.4952;0.0164;0.4567;0.9868;"Test";18
"Newton";75.447;0.04;0.4952;0.0165;0.5247;0.989;"Test";18
"C-SGD";44.545;0.04;0.4952;0.0157;0.4864;0.9766;"Test";18
"B-SGD";27.397;0.0399;0.4952;0.0157;0.4395;0.9665;"Test";18
"AvaGrad";71.322;0.0437;0.0109;0.0223;-0.037;0.259;"Full";19
"Fisher";287.149;0.0397;0.0099;0.0159;0.389;0.9132;"Full";19
"NBWaVE";121.161;0.0392;0.0098;0.0158;0.4836;0.9966;"Full";19
"CMF";212.951;0.0401;0.0101;0.0165;0.0847;0.5835;"Full";19
"NMF";275.164;0.0409;0.0102;0.0176;0.0811;0.725;"Full";19
"NNLM";210.454;0.0391;0.0098;0.0153;0.0127;0.8102;"Full";19
"AIRWLS";100.68;0.0381;0.0096;0.0141;0.4846;0.998;"Full";19
"Newton";78.908;0.038;0.0096;0.0141;0.4805;0.9979;"Full";19
"C-SGD";44.346;0.0379;0.0095;0.0145;0.444;0.9754;"Full";19
"B-SGD";27.496;0.0375;0.0095;0.0146;0.4677;0.9705;"Full";19
"AvaGrad";71.322;0.0437;0.1485;0.0222;-0.037;0.259;"Train";19
"Fisher";287.149;0.0397;0.1477;0.0152;0.389;0.9132;"Train";19
"NBWaVE";121.161;0.039;0.1476;0.0157;0.4836;0.9966;"Train";19
"CMF";212.951;0.0401;0.1478;0.0159;0.0847;0.5835;"Train";19
"NMF";275.164;0.0409;0.148;0.0172;0.0811;0.725;"Train";19
"NNLM";210.454;0.039;0.1476;0.015;0.0127;0.8102;"Train";19
"AIRWLS";100.68;0.038;0.1474;0.0136;0.4846;0.998;"Train";19
"Newton";78.908;0.038;0.1474;0.0136;0.4805;0.9979;"Train";19
"C-SGD";44.346;0.0378;0.1473;0.0143;0.444;0.9754;"Train";19
"B-SGD";27.496;0.0373;0.1472;0.0144;0.4677;0.9705;"Train";19
"AvaGrad";71.322;0.0437;0.4967;0.0225;-0.037;0.259;"Test";19
"Fisher";287.149;0.0398;0.4962;0.018;0.389;0.9132;"Test";19
"NBWaVE";121.161;0.0396;0.4962;0.0161;0.4836;0.9966;"Test";19
"CMF";212.951;0.0401;0.4963;0.0184;0.0847;0.5835;"Test";19
"NMF";275.164;0.041;0.4964;0.0188;0.0811;0.725;"Test";19
"NNLM";210.454;0.0392;0.4962;0.0161;0.0127;0.8102;"Test";19
"AIRWLS";100.68;0.0382;0.4961;0.0153;0.4846;0.998;"Test";19
"Newton";78.908;0.0381;0.4961;0.0154;0.4805;0.9979;"Test";19
"C-SGD";44.346;0.0382;0.4961;0.0151;0.444;0.9754;"Test";19
"B-SGD";27.496;0.0382;0.4961;0.015;0.4677;0.9705;"Test";19
"AvaGrad";66.493;0.0435;0.0128;0.0207;-0.0191;0.2588;"Full";20
"Fisher";260.18;0.0401;0.0118;0.0147;0.3626;0.8909;"Full";20
"NBWaVE";119.577;0.0395;0.0117;0.0146;0.467;0.9966;"Full";20
"CMF";204.028;0.0403;0.0119;Inf;0.0073;0.6764;"Full";20
"NMF";275.541;0.041;0.0121;0.016;0.014;0.7095;"Full";20
"NNLM";153.539;0.0396;0.0117;0.0141;0.0145;0.7901;"Full";20
"AIRWLS";137.214;0.0386;0.0114;0.0129;0.4841;0.9944;"Full";20
"Newton";98.711;0.0386;0.0114;0.013;0.468;0.9938;"Full";20
"C-SGD";44.612;0.0385;0.0114;0.0133;0.4645;0.96;"Full";20
"B-SGD";27.572;0.038;0.0113;0.0134;0.452;0.9582;"Full";20
"AvaGrad";66.493;0.0436;0.1505;0.0206;-0.0191;0.2588;"Train";20
"Fisher";260.18;0.0401;0.1497;0.0138;0.3626;0.8909;"Train";20
"NBWaVE";119.577;0.0394;0.1495;0.0144;0.467;0.9966;"Train";20
"CMF";204.028;0.0403;0.1497;0.0143;0.0073;0.6764;"Train";20
"NMF";275.541;0.041;0.1499;0.0154;0.014;0.7095;"Train";20
"NNLM";153.539;0.0396;0.1495;0.0137;0.0145;0.7901;"Train";20
"AIRWLS";137.214;0.0386;0.1493;0.0123;0.4841;0.9944;"Train";20
"Newton";98.711;0.0386;0.1493;0.0123;0.468;0.9938;"Train";20
"C-SGD";44.612;0.0384;0.1492;0.0131;0.4645;0.96;"Train";20
"B-SGD";27.572;0.0379;0.1491;0.0132;0.452;0.9582;"Train";20
"AvaGrad";66.493;0.0433;0.4971;0.021;-0.0191;0.2588;"Test";20
"Fisher";260.18;0.0401;0.4966;0.0174;0.3626;0.8909;"Test";20
"NBWaVE";119.577;0.0398;0.4966;0.015;0.467;0.9966;"Test";20
"CMF";204.028;0.0403;0.4967;Inf;0.0073;0.6764;"Test";20
"NMF";275.541;0.041;0.4967;0.0176;0.014;0.7095;"Test";20
"NNLM";153.539;0.0395;0.4966;0.0153;0.0145;0.7901;"Test";20
"AIRWLS";137.214;0.0386;0.4965;0.0144;0.4841;0.9944;"Test";20
"Newton";98.711;0.0386;0.4965;0.0147;0.468;0.9938;"Test";20
"C-SGD";44.612;0.0387;0.4965;0.0139;0.4645;0.96;"Test";20
"B-SGD";27.572;0.0385;0.4965;0.0139;0.452;0.9582;"Test";20
"AvaGrad";67.002;0.0443;0.0098;0.0269;-0.0107;0.2605;"Full";21
"Fisher";125.283;0.0396;0.0088;0.0187;0.4171;0.9135;"Full";21
"NBWaVE";120.802;0.0391;0.0087;0.0183;0.4439;0.9967;"Full";21
"CMF";201.09;0.0398;0.0089;0.0191;0.116;0.7189;"Full";21
"NMF";NA;NA;NA;NA;NA;NA;"Full";21
"NNLM";153.315;0.0388;0.0086;0.0177;0.0364;0.8339;"Full";21
"AIRWLS";119.226;0.0379;0.0085;0.0162;0.4865;0.9989;"Full";21
"Newton";101.016;0.0379;0.0085;0.0162;0.4739;0.9985;"Full";21
"C-SGD";44.433;0.0377;0.0084;0.0167;0.4954;0.993;"Full";21
"B-SGD";27.566;0.0374;0.0084;0.0168;0.4638;0.97;"Full";21
"AvaGrad";67.002;0.0443;0.1476;0.0268;-0.0107;0.2605;"Train";21
"Fisher";125.283;0.0396;0.1468;0.0175;0.4171;0.9135;"Train";21
"NBWaVE";120.802;0.0389;0.1466;0.0182;0.4439;0.9967;"Train";21
"CMF";201.09;0.0397;0.1468;0.0181;0.116;0.7189;"Train";21
"NMF";NA;NA;NA;NA;NA;NA;"Train";21
"NNLM";153.315;0.0387;0.1466;0.0173;0.0364;0.8339;"Train";21
"AIRWLS";119.226;0.0378;0.1464;0.0158;0.4865;0.9989;"Train";21
"Newton";101.016;0.0378;0.1464;0.0158;0.4739;0.9985;"Train";21
"C-SGD";44.433;0.0375;0.1464;0.0164;0.4954;0.993;"Train";21
"B-SGD";27.566;0.0372;0.1463;0.0166;0.4638;0.97;"Train";21
"AvaGrad";67.002;0.0443;0.4961;0.0273;-0.0107;0.2605;"Test";21
"Fisher";125.283;0.0399;0.4955;0.0221;0.4171;0.9135;"Test";21
"NBWaVE";120.802;0.0396;0.4955;0.0188;0.4439;0.9967;"Test";21
"CMF";201.09;0.0399;0.4956;0.0222;0.116;0.7189;"Test";21
"NMF";NA;NA;NA;NA;NA;NA;"Test";21
"NNLM";153.315;0.039;0.4955;0.0189;0.0364;0.8339;"Test";21
"AIRWLS";119.226;0.0381;0.4954;0.0175;0.4865;0.9989;"Test";21
"Newton";101.016;0.0381;0.4954;0.0176;0.4739;0.9985;"Test";21
"C-SGD";44.433;0.0382;0.4955;0.0174;0.4954;0.993;"Test";21
"B-SGD";27.566;0.0382;0.4955;0.0175;0.4638;0.97;"Test";21
"AvaGrad";66.002;0.043;0.0116;0.0247;-0.0281;0.2642;"Full";22
"Fisher";229.706;0.0395;0.0107;0.0168;0.2717;0.7624;"Full";22
"NBWaVE";120.53;0.0388;0.0105;0.0164;0.4912;0.9957;"Full";22
"CMF";203.754;0.0393;0.0107;0.0164;-0.0034;0.6084;"Full";22
"NMF";274.274;0.0403;0.0109;0.0178;0.0093;0.5691;"Full";22
"NNLM";152.577;0.0387;0.0105;0.0154;0.0214;0.6386;"Full";22
"AIRWLS";125.419;0.0379;0.0103;0.0144;0.4782;0.9929;"Full";22
"Newton";86.237;0.0379;0.0103;0.0145;0.4665;0.993;"Full";22
"C-SGD";44.298;0.0377;0.0102;0.0149;0.4867;0.9821;"Full";22
"B-SGD";27.463;0.0373;0.0102;0.0149;0.4501;0.944;"Full";22
"AvaGrad";66.002;0.0431;0.1495;0.0246;-0.0281;0.2642;"Train";22
"Fisher";229.706;0.0395;0.1487;0.0157;0.2717;0.7624;"Train";22
"NBWaVE";120.53;0.0387;0.1485;0.0162;0.4912;0.9957;"Train";22
"CMF";203.754;0.0392;0.1486;0.0155;-0.0034;0.6084;"Train";22
"NMF";274.274;0.0403;0.1489;0.0171;0.0093;0.5691;"Train";22
"NNLM";152.577;0.0387;0.1485;0.0151;0.0214;0.6386;"Train";22
"AIRWLS";125.419;0.0379;0.1483;0.014;0.4782;0.9929;"Train";22
"Newton";86.237;0.0378;0.1483;0.014;0.4665;0.993;"Train";22
"C-SGD";44.298;0.0375;0.1483;0.0146;0.4867;0.9821;"Train";22
"B-SGD";27.463;0.0371;0.1482;0.0148;0.4501;0.944;"Train";22
"AvaGrad";66.002;0.043;0.4965;0.025;-0.0281;0.2642;"Test";22
"Fisher";229.706;0.0396;0.496;0.02;0.2717;0.7624;"Test";22
"NBWaVE";120.53;0.0392;0.496;0.0168;0.4912;0.9957;"Test";22
"CMF";203.754;0.0393;0.4961;0.0191;-0.0034;0.6084;"Test";22
"NMF";274.274;0.0403;0.4961;0.0199;0.0093;0.5691;"Test";22
"NNLM";152.577;0.0388;0.496;0.0164;0.0214;0.6386;"Test";22
"AIRWLS";125.419;0.038;0.4959;0.0156;0.4782;0.9929;"Test";22
"Newton";86.237;0.038;0.4959;0.0156;0.4665;0.993;"Test";22
"C-SGD";44.298;0.038;0.4959;0.0154;0.4867;0.9821;"Test";22
"B-SGD";27.463;0.0379;0.4959;0.0155;0.4501;0.944;"Test";22
"AvaGrad";67.654;0.0454;0.0101;0.0253;-0.0268;0.2564;"Full";23
"Fisher";156.623;0.0412;0.0092;0.0178;0.3502;0.8654;"Full";23
"NBWaVE";121.791;0.0406;0.0091;0.0177;0.5015;0.9946;"Full";23
"CMF";205.518;0.0412;0.0093;Inf;0.1378;0.6372;"Full";23
"NMF";NA;NA;NA;NA;NA;NA;"Full";23
"NNLM";130.612;0.0404;0.0091;Inf;0.0129;0.8152;"Full";23
"AIRWLS";172.903;0.0395;0.0089;0.0159;0.4702;0.987;"Full";23
"Newton";92.848;0.0395;0.0089;0.016;0.5127;0.9889;"Full";23
"C-SGD";44.528;0.0394;0.0088;0.0164;0.3805;0.9156;"Full";23
"B-SGD";27.547;0.0389;0.0088;0.0165;0.3266;0.8978;"Full";23
"AvaGrad";67.654;0.0454;0.1481;0.0252;-0.0268;0.2564;"Train";23
"Fisher";156.623;0.0411;0.1473;0.0169;0.3502;0.8654;"Train";23
"NBWaVE";121.791;0.0404;0.1472;0.0176;0.5015;0.9946;"Train";23
"CMF";205.518;0.0412;0.1474;0.0174;0.1378;0.6372;"Train";23
"NMF";NA;NA;NA;NA;NA;NA;"Train";23
"NNLM";130.612;0.0403;0.1472;0.0166;0.0129;0.8152;"Train";23
"AIRWLS";172.903;0.0394;0.147;0.0152;0.4702;0.987;"Train";23
"Newton";92.848;0.0394;0.147;0.0152;0.5127;0.9889;"Train";23
"C-SGD";44.528;0.0392;0.147;0.0162;0.3805;0.9156;"Train";23
"B-SGD";27.547;0.0387;0.1469;0.0163;0.3266;0.8978;"Train";23
"AvaGrad";67.654;0.0453;0.4958;0.0255;-0.0268;0.2564;"Test";23
"Fisher";156.623;0.0413;0.4953;0.0205;0.3502;0.8654;"Test";23
"NBWaVE";121.791;0.041;0.4953;0.0181;0.5015;0.9946;"Test";23
"CMF";205.518;0.0413;0.4954;Inf;0.1378;0.6372;"Test";23
"NMF";NA;NA;NA;NA;NA;NA;"Test";23
