"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"Fisher";219.802;0.0296;0.146;0.0093;0.3432;0.7484;"Train";12
"NBWaVE";193.824;0.0265;0.1451;0.0123;0.4408;0.7987;"Train";12
"CMF";537.574;0.0292;0.1456;0.0086;0.218;0.7385;"Train";12
"NMF";NA;NA;NA;NA;NA;NA;"Train";12
"NNLM";185.831;0.0285;0.1455;0.0088;0.2202;0.8884;"Train";12
"AIRWLS";172.036;0.0283;0.1455;0.0081;0.4969;0.8389;"Train";12
"Newton";71.078;0.0281;0.1455;0.0081;0.4807;0.8442;"Train";12
"C-SGD";40.399;0.027;0.1452;0.0096;0.501;0.8184;"Train";12
"B-SGD";29.184;0.0258;0.1451;0.0103;0.4193;0.7862;"Train";12
"AvaGrad";31.88;0.0332;0.4956;0.0218;-0.0194;0.2625;"Test";12
"Fisher";219.802;0.0306;0.4948;0.0248;0.3432;0.7484;"Test";12
"NBWaVE";193.824;0.0312;0.4952;0.0141;0.4408;0.7987;"Test";12
"CMF";537.574;0.0304;0.4953;Inf;0.218;0.7385;"Test";12
"NMF";NA;NA;NA;NA;NA;NA;"Test";12
"NNLM";185.831;0.0293;0.4952;Inf;0.2202;0.8884;"Test";12
"AIRWLS";172.036;0.0294;0.4952;0.018;0.4969;0.8389;"Test";12
"Newton";71.078;0.0295;0.4951;0.0216;0.4807;0.8442;"Test";12
"C-SGD";40.399;0.0309;0.4953;0.0133;0.501;0.8184;"Test";12
"B-SGD";29.184;0.0339;0.4954;0.0128;0.4193;0.7862;"Test";12
"AvaGrad";31.754;0.035;0.0088;0.0194;-0.0226;0.2683;"Full";13
"Fisher";305.221;0.0313;0.0079;0.0127;0.2778;0.6794;"Full";13
"NBWaVE";194.607;0.0291;0.0074;0.0124;0.4216;0.7846;"Full";13
"CMF";579.476;0.0309;0.0079;0.0132;0.2521;0.7515;"Full";13
"NMF";431.436;0.0319;0.0081;0.013;0.1285;0.6752;"Full";13
"NNLM";184.581;0.03;0.0076;0.01;0.2743;0.8423;"Full";13
"AIRWLS";173.088;0.0298;0.0076;0.0105;0.4439;0.798;"Full";13
"Newton";70.993;0.0298;0.0076;0.0117;0.4373;0.8017;"Full";13
"C-SGD";40.414;0.0293;0.0075;0.0104;0.4243;0.7682;"Full";13
"B-SGD";29.242;0.0292;0.0074;0.0106;0.3769;0.7222;"Full";13
"AvaGrad";31.754;0.035;0.1468;0.0193;-0.0226;0.2683;"Train";13
"Fisher";305.221;0.0311;0.1462;0.0088;0.2778;0.6794;"Train";13
"NBWaVE";194.607;0.0278;0.1454;0.012;0.4216;0.7846;"Train";13
"CMF";579.476;0.0307;0.146;0.0084;0.2521;0.7515;"Train";13
"NMF";431.436;0.0317;0.1463;0.0097;0.1285;0.6752;"Train";13
"NNLM";184.581;0.0298;0.1456;0.0085;0.2743;0.8423;"Train";13
"AIRWLS";173.088;0.0295;0.1457;0.0078;0.4439;0.798;"Train";13
"Newton";70.993;0.0294;0.1457;0.0078;0.4373;0.8017;"Train";13
"C-SGD";40.414;0.0283;0.1455;0.0094;0.4243;0.7682;"Train";13
"B-SGD";29.242;0.0273;0.1454;0.0099;0.3769;0.7222;"Train";13
"AvaGrad";31.754;0.035;0.4955;0.0198;-0.0226;0.2683;"Test";13
"Fisher";305.221;0.032;0.4948;0.0236;0.2778;0.6794;"Test";13
"NBWaVE";194.607;0.0327;0.4951;0.0135;0.4216;0.7846;"Test";13
"CMF";579.476;0.0316;0.4949;0.0269;0.2521;0.7515;"Test";13
"NMF";431.436;0.0325;0.4948;0.0222;0.1285;0.6752;"Test";13
"NNLM";184.581;0.0306;0.4952;0.0142;0.2743;0.8423;"Test";13
"AIRWLS";173.088;0.0307;0.495;0.0182;0.4439;0.798;"Test";13
"Newton";70.993;0.0308;0.4949;0.0225;0.4373;0.8017;"Test";13
"C-SGD";40.414;0.0322;0.4951;0.0133;0.4243;0.7682;"Test";13
"B-SGD";29.242;0.0349;0.4953;0.0125;0.3769;0.7222;"Test";13
"AvaGrad";410.186;0.0357;0.007;0.0203;0.0173;0.5674;"Full";14
"Fisher";448.622;0.0329;0.0065;0.0149;0.3137;0.7509;"Full";14
"NBWaVE";175.637;0.0304;0.006;0.0147;0.4255;0.8253;"Full";14
"CMF";540.981;0.0327;0.0065;Inf;0.0906;0.6769;"Full";14
"NMF";431.23;0.0336;0.0067;0.0153;0.0599;0.739;"Full";14
"NNLM";185.015;0.0315;0.0063;0.0121;0.0985;0.843;"Full";14
"AIRWLS";172.043;0.0314;0.0063;0.0128;0.5203;0.8422;"Full";14
"Newton";70.621;0.0314;0.0062;0.0138;0.5072;0.8383;"Full";14
"C-SGD";40.36;0.0309;0.0062;0.0126;0.4574;0.7983;"Full";14
"B-SGD";28.992;0.031;0.0062;0.0129;0.3661;0.7313;"Full";14
"AvaGrad";410.186;0.0357;0.1455;0.0198;0.0173;0.5674;"Train";14
"Fisher";448.622;0.0327;0.1452;0.0112;0.3137;0.7509;"Train";14
"NBWaVE";175.637;0.0291;0.1444;0.0143;0.4255;0.8253;"Train";14
"CMF";540.981;0.0324;0.145;0.0107;0.0906;0.6769;"Train";14
"NMF";431.23;0.0334;0.1453;0.0123;0.0599;0.739;"Train";14
"NNLM";185.015;0.0313;0.1447;0.0106;0.0985;0.843;"Train";14
"AIRWLS";172.043;0.031;0.1447;0.0098;0.5203;0.8422;"Train";14
"Newton";70.621;0.031;0.1448;0.0098;0.5072;0.8383;"Train";14
"C-SGD";40.36;0.0297;0.1445;0.0115;0.4574;0.7983;"Train";14
"B-SGD";28.992;0.0283;0.1445;0.0121;0.3661;0.7313;"Train";14
"AvaGrad";410.186;0.0356;0.4942;0.0218;0.0173;0.5674;"Test";14
"Fisher";448.622;0.0336;0.4938;0.0253;0.3137;0.7509;"Test";14
"NBWaVE";175.637;0.0343;0.494;0.0157;0.4255;0.8253;"Test";14
"CMF";540.981;0.0335;0.4941;Inf;0.0906;0.6769;"Test";14
"NMF";431.23;0.0341;0.4939;0.0236;0.0599;0.739;"Test";14
"NNLM";185.015;0.0321;0.4941;0.0163;0.0985;0.843;"Test";14
"AIRWLS";172.043;0.0325;0.494;0.0212;0.5203;0.8422;"Test";14
"Newton";70.621;0.0324;0.4939;0.0251;0.5072;0.8383;"Test";14
"C-SGD";40.36;0.0342;0.4941;0.0157;0.4574;0.7983;"Test";14
"B-SGD";28.992;0.0385;0.4942;0.0151;0.3661;0.7313;"Test";14
"AvaGrad";425.903;0.0372;0.0084;0.0208;-0.032;0.2683;"Full";15
"Fisher";202.103;0.0331;0.0075;0.0137;0.3398;0.7496;"Full";15
"NBWaVE";200.128;0.0308;0.0069;0.0134;0.4444;0.8455;"Full";15
"CMF";542.17;0.033;0.0075;0.0159;0.0784;0.6637;"Full";15
"NMF";430.324;0.0338;0.0076;0.014;0.1104;0.6793;"Full";15
"NNLM";183.935;0.0317;0.0072;0.0111;0.2425;0.8906;"Full";15
"AIRWLS";174.205;0.0316;0.0072;0.0118;0.4653;0.8616;"Full";15
"Newton";70.914;0.0316;0.0072;0.0129;0.5422;0.8678;"Full";15
"C-SGD";40.268;0.031;0.007;0.0114;0.45;0.8313;"Full";15
"B-SGD";29.002;0.031;0.0071;0.0116;0.3993;0.7741;"Full";15
"AvaGrad";425.903;0.0373;0.1465;0.0206;-0.032;0.2683;"Train";15
"Fisher";202.103;0.0329;0.1458;0.0101;0.3398;0.7496;"Train";15
"NBWaVE";200.128;0.0295;0.1451;0.0131;0.4444;0.8455;"Train";15
"CMF";542.17;0.0327;0.1456;0.0096;0.0784;0.6637;"Train";15
"NMF";430.324;0.0336;0.146;0.0112;0.1104;0.6793;"Train";15
"NNLM";183.935;0.0315;0.1453;0.0096;0.2425;0.8906;"Train";15
"AIRWLS";174.205;0.0312;0.1453;0.0088;0.4653;0.8616;"Train";15
"Newton";70.914;0.0312;0.1454;0.0088;0.5422;0.8678;"Train";15
"C-SGD";40.268;0.0299;0.1452;0.0103;0.45;0.8313;"Train";15
"B-SGD";29.002;0.0288;0.1451;0.0109;0.3993;0.7741;"Train";15
"AvaGrad";425.903;0.0372;0.4952;0.0212;-0.032;0.2683;"Test";15
"Fisher";202.103;0.0338;0.4945;0.0238;0.3398;0.7496;"Test";15
"NBWaVE";200.128;0.0345;0.4948;0.0145;0.4444;0.8455;"Test";15
"CMF";542.17;0.034;0.495;0.0337;0.0784;0.6637;"Test";15
"NMF";430.324;0.0344;0.4946;0.0221;0.1104;0.6793;"Test";15
"NNLM";183.935;0.0324;0.4948;0.0153;0.2425;0.8906;"Test";15
"AIRWLS";174.205;0.0325;0.4947;0.0205;0.4653;0.8616;"Test";15
"Newton";70.914;0.0326;0.4947;0.0246;0.5422;0.8678;"Test";15
"C-SGD";40.268;0.0339;0.4948;0.0145;0.45;0.8313;"Test";15
"B-SGD";29.002;0.0373;0.495;0.0137;0.3993;0.7741;"Test";15
"AvaGrad";32.144;0.0333;0.0092;0.0212;-0.0227;0.2693;"Full";16
"Fisher";467.238;0.0298;0.0083;0.013;0.2753;0.7314;"Full";16
"NBWaVE";190.399;0.0277;0.0077;0.0123;0.4362;0.7908;"Full";16
"CMF";532.225;0.0296;0.0083;Inf;0.3192;0.7837;"Full";16
"NMF";NA;NA;NA;NA;NA;NA;"Full";16
"NNLM";185.268;0.0286;0.008;Inf;0.2975;0.8863;"Full";16
"AIRWLS";171.77;0.0284;0.0079;0.0104;0.4775;0.8267;"Full";16
"Newton";71.304;0.0284;0.0079;0.0112;0.4431;0.8228;"Full";16
"C-SGD";40.671;0.0278;0.0078;0.0101;0.4676;0.813;"Full";16
"B-SGD";29.321;0.0278;0.0078;0.0104;0.3726;0.7585;"Full";16
"AvaGrad";32.144;0.0333;0.1471;0.021;-0.0227;0.2693;"Train";16
"Fisher";467.238;0.0295;0.1465;0.0089;0.2753;0.7314;"Train";16
"NBWaVE";190.399;0.0265;0.1456;0.0118;0.4362;0.7908;"Train";16
"CMF";532.225;0.0292;0.1461;0.0082;0.3192;0.7837;"Train";16
"NMF";NA;NA;NA;NA;NA;NA;"Train";16
"NNLM";185.268;0.0284;0.1459;0.0083;0.2975;0.8863;"Train";16
"AIRWLS";171.77;0.0281;0.1459;0.0076;0.4775;0.8267;"Train";16
"Newton";71.304;0.028;0.1459;0.0077;0.4431;0.8228;"Train";16
"C-SGD";40.671;0.0269;0.1456;0.0091;0.4676;0.813;"Train";16
"B-SGD";29.321;0.0257;0.1455;0.0097;0.3726;0.7585;"Train";16
"AvaGrad";32.144;0.0334;0.4958;0.0218;-0.0227;0.2693;"Test";16
"Fisher";467.238;0.0307;0.495;0.0247;0.2753;0.7314;"Test";16
"NBWaVE";190.399;0.0312;0.4954;0.0135;0.4362;0.7908;"Test";16
"CMF";532.225;0.0306;0.4955;Inf;0.3192;0.7837;"Test";16
"NMF";NA;NA;NA;NA;NA;NA;"Test";16
"NNLM";185.268;0.0293;0.4955;Inf;0.2975;0.8863;"Test";16
"AIRWLS";171.77;0.0293;0.4954;0.0184;0.4775;0.8267;"Test";16
"Newton";71.304;0.0294;0.4953;0.0212;0.4431;0.8228;"Test";16
"C-SGD";40.671;0.0307;0.4955;0.0129;0.4676;0.813;"Test";16
"B-SGD";29.321;0.0337;0.4956;0.0123;0.3726;0.7585;"Test";16
"AvaGrad";428.366;0.0393;0.0069;0.0232;-0.0268;0.2653;"Full";17
"Fisher";211.821;0.0343;0.0061;0.015;0.4648;0.8556;"Full";17
"NBWaVE";174.389;0.0318;0.0056;0.0145;0.5088;0.8573;"Full";17
"CMF";533.997;0.0338;0.006;0.0156;0.1446;0.6409;"Full";17
"NMF";430.668;0.0349;0.0062;0.0154;0.0967;0.666;"Full";17
"NNLM";183.857;0.0329;0.0059;0.012;0.1888;0.8368;"Full";17
"AIRWLS";173.343;0.0326;0.0058;0.0124;0.5816;0.8835;"Full";17
"Newton";70.787;0.0326;0.0058;0.0137;0.5802;0.8862;"Full";17
"C-SGD";40.116;0.0322;0.0057;0.0122;0.508;0.8327;"Full";17
"B-SGD";28.903;0.0323;0.0058;0.0125;0.4462;0.7984;"Full";17
"AvaGrad";428.366;0.0392;0.1452;0.0231;-0.0268;0.2653;"Train";17
"Fisher";211.821;0.0339;0.1446;0.0109;0.4648;0.8556;"Train";17
"NBWaVE";174.389;0.0303;0.1439;0.0141;0.5088;0.8573;"Train";17
"CMF";533.997;0.0334;0.1444;0.0105;0.1446;0.6409;"Train";17
"NMF";430.668;0.0347;0.1447;0.0119;0.0967;0.666;"Train";17
"NNLM";183.857;0.0326;0.1441;0.0105;0.1888;0.8368;"Train";17
"AIRWLS";173.343;0.0322;0.1441;0.0098;0.5816;0.8835;"Train";17
"Newton";70.787;0.0321;0.1442;0.0098;0.5802;0.8862;"Train";17
"C-SGD";40.116;0.031;0.144;0.0112;0.508;0.8327;"Train";17
"B-SGD";28.903;0.0297;0.1439;0.0118;0.4462;0.7984;"Train";17
"AvaGrad";428.366;0.0393;0.4946;0.0237;-0.0268;0.2653;"Test";17
"Fisher";211.821;0.0352;0.4939;0.0265;0.4648;0.8556;"Test";17
"NBWaVE";174.389;0.0361;0.4942;0.0155;0.5088;0.8573;"Test";17
"CMF";533.997;0.0347;0.494;0.03;0.1446;0.6409;"Test";17
"NMF";430.668;0.0357;0.494;0.0251;0.0967;0.666;"Test";17
"NNLM";183.857;0.0337;0.4942;0.016;0.1888;0.8368;"Test";17
"AIRWLS";173.343;0.0338;0.4941;0.0196;0.5816;0.8835;"Test";17
"Newton";70.787;0.034;0.4941;0.0248;0.5802;0.8862;"Test";17
"C-SGD";40.116;0.0357;0.4942;0.0152;0.508;0.8327;"Test";17
"B-SGD";28.903;0.0397;0.4944;0.0145;0.4462;0.7984;"Test";17
"AvaGrad";32.775;0.0345;0.0084;0.0187;-0.0179;0.2623;"Full";18
"Fisher";283.642;0.0308;0.0075;0.0128;0.323;0.7399;"Full";18
"NBWaVE";201.241;0.0286;0.007;0.0127;0.3734;0.7718;"Full";18
"CMF";576.528;0.0308;0.0075;0.0144;0.0875;0.6088;"Full";18
"NMF";430.157;0.0313;0.0076;0.0131;0.049;0.6989;"Full";18
"NNLM";183.462;0.0296;0.0073;0.0104;0.1854;0.8219;"Full";18
"AIRWLS";172.519;0.0294;0.0072;0.0112;0.4173;0.8092;"Full";18
"Newton";70.484;0.0294;0.0072;0.0122;0.4504;0.8072;"Full";18
"C-SGD";40.051;0.0289;0.0071;0.0108;0.4388;0.7755;"Full";18
"B-SGD";28.789;0.029;0.0071;0.0111;0.3614;0.7165;"Full";18
"AvaGrad";32.775;0.0345;0.1466;0.0186;-0.0179;0.2623;"Train";18
"Fisher";283.642;0.0306;0.146;0.0096;0.323;0.7399;"Train";18
"NBWaVE";201.241;0.0274;0.1452;0.0124;0.3734;0.7718;"Train";18
"CMF";576.528;0.0305;0.1458;0.0092;0.0875;0.6088;"Train";18
"NMF";430.157;0.0311;0.1461;0.0106;0.049;0.6989;"Train";18
"NNLM";183.462;0.0294;0.1455;0.0092;0.1854;0.8219;"Train";18
"AIRWLS";172.519;0.0291;0.1455;0.0084;0.4173;0.8092;"Train";18
"Newton";70.484;0.0291;0.1455;0.0084;0.4504;0.8072;"Train";18
"C-SGD";40.051;0.028;0.1453;0.0097;0.4388;0.7755;"Train";18
"B-SGD";28.789;0.0268;0.1453;0.0105;0.3614;0.7165;"Train";18
"AvaGrad";32.775;0.0344;0.495;0.0191;-0.0179;0.2623;"Test";18
"Fisher";283.642;0.0314;0.4944;0.0219;0.323;0.7399;"Test";18
"NBWaVE";201.241;0.0323;0.4947;0.0137;0.3734;0.7718;"Test";18
"CMF";576.528;0.0316;0.4948;0.0295;0.0875;0.6088;"Test";18
"NMF";430.157;0.0318;0.4944;0.0203;0.049;0.6989;"Test";18
"NNLM";183.462;0.0302;0.4946;0.0142;0.1854;0.8219;"Test";18
"AIRWLS";172.519;0.0303;0.4946;0.0192;0.4173;0.8092;"Test";18
"Newton";70.484;0.0304;0.4945;0.0231;0.4504;0.8072;"Test";18
"C-SGD";40.051;0.0316;0.4947;0.0137;0.4388;0.7755;"Test";18
"B-SGD";28.789;0.0352;0.4948;0.013;0.3614;0.7165;"Test";18
"AvaGrad";44.42;0.0374;0.0074;0.0211;-0.01;0.26;"Full";19
"Fisher";214.285;0.0326;0.0065;0.0135;0.4479;0.8517;"Full";19
"NBWaVE";172.263;0.0303;0.006;0.0134;0.5052;0.8605;"Full";19
"CMF";537.133;0.0322;0.0064;0.0172;0.1647;0.758;"Full";19
"NMF";431.264;0.0331;0.0066;0.0138;0.043;0.7655;"Full";19
"NNLM";185.169;0.0312;0.0063;0.0112;0.0395;0.9145;"Full";19
"AIRWLS";173.648;0.031;0.0062;0.0116;0.6025;0.9116;"Full";19
"Newton";71.211;0.031;0.0062;0.0127;0.5963;0.9122;"Full";19
"C-SGD";40.516;0.0306;0.0061;0.0115;0.5718;0.8671;"Full";19
"B-SGD";29.435;0.0308;0.0062;0.0117;0.5434;0.8546;"Full";19
"AvaGrad";44.42;0.0374;0.1458;0.0209;-0.01;0.26;"Train";19
"Fisher";214.285;0.0323;0.1451;0.0101;0.4479;0.8517;"Train";19
"NBWaVE";172.263;0.0289;0.1445;0.013;0.5052;0.8605;"Train";19
"CMF";537.133;0.0318;0.1453;0.0097;0.1647;0.758;"Train";19
"NMF";431.264;0.033;0.1452;0.0112;0.043;0.7655;"Train";19
"NNLM";185.169;0.031;0.1447;0.0097;0.0395;0.9145;"Train";19
"AIRWLS";173.648;0.0307;0.1447;0.009;0.6025;0.9116;"Train";19
"Newton";71.211;0.0307;0.1447;0.009;0.5963;0.9122;"Train";19
"C-SGD";40.516;0.0295;0.1445;0.0104;0.5718;0.8671;"Train";19
"B-SGD";29.435;0.0286;0.1445;0.0109;0.5434;0.8546;"Train";19
"AvaGrad";44.42;0.0373;0.4944;0.0217;-0.01;0.26;"Test";19
"Fisher";214.285;0.0332;0.4938;0.0229;0.4479;0.8517;"Test";19
"NBWaVE";172.263;0.0341;0.494;0.0146;0.5052;0.8605;"Test";19
"CMF";537.133;0.0332;0.4934;0.0385;0.1647;0.758;"Test";19
"NMF";431.264;0.0337;0.4938;0.0213;0.043;0.7655;"Test";19
"NNLM";185.169;0.0318;0.4941;0.0155;0.0395;0.9145;"Test";19
"AIRWLS";173.648;0.0319;0.494;0.0188;0.6025;0.9116;"Test";19
"Newton";71.211;0.0321;0.4939;0.0233;0.5963;0.9122;"Test";19
"C-SGD";40.516;0.0338;0.4941;0.0147;0.5718;0.8671;"Test";19
"B-SGD";29.435;0.037;0.4942;0.0139;0.5434;0.8546;"Test";19
"AvaGrad";43.671;0.0348;0.0085;0.0201;-0.017;0.26;"Full";20
"Fisher";229.552;0.0311;0.0076;0.0133;0.2936;0.72;"Full";20
"NBWaVE";169.046;0.0289;0.0071;0.0131;0.471;0.8117;"Full";20
"CMF";542.021;0.0313;0.0077;0.0159;0.032;0.5582;"Full";20
"NMF";NA;NA;NA;NA;NA;NA;"Full";20
"NNLM";184.141;0.03;0.0074;0.0108;0.0437;0.7923;"Full";20
"AIRWLS";172.759;0.0298;0.0073;0.0117;0.4615;0.824;"Full";20
"Newton";70.995;0.0298;0.0073;0.0129;0.4893;0.828;"Full";20
"C-SGD";40.456;0.0293;0.0072;0.0112;0.4297;0.7737;"Full";20
"B-SGD";29.314;0.0292;0.0072;0.0115;0.344;0.7065;"Full";20
"AvaGrad";43.671;0.0348;0.1468;0.02;-0.017;0.26;"Train";20
"Fisher";229.552;0.0309;0.1461;0.01;0.2936;0.72;"Train";20
"NBWaVE";169.046;0.0276;0.1453;0.0128;0.471;0.8117;"Train";20
"CMF";542.021;0.0309;0.1459;0.0096;0.032;0.5582;"Train";20
"NMF";NA;NA;NA;NA;NA;NA;"Train";20
"NNLM";184.141;0.0297;0.1457;0.0095;0.0437;0.7923;"Train";20
"AIRWLS";172.759;0.0295;0.1457;0.0087;0.4615;0.824;"Train";20
"Newton";70.995;0.0294;0.1457;0.0087;0.4893;0.828;"Train";20
"C-SGD";40.456;0.0283;0.1455;0.0102;0.4297;0.7737;"Train";20
"B-SGD";29.314;0.027;0.1454;0.0109;0.344;0.7065;"Train";20
"AvaGrad";43.671;0.0347;0.4949;0.0203;-0.017;0.26;"Test";20
"Fisher";229.552;0.0318;0.4944;0.0225;0.2936;0.72;"Test";20
"NBWaVE";169.046;0.0326;0.4946;0.014;0.471;0.8117;"Test";20
"CMF";542.021;0.0322;0.4948;0.0336;0.032;0.5582;"Test";20
"NMF";NA;NA;NA;NA;NA;NA;"Test";20
"NNLM";184.141;0.0306;0.4946;0.0147;0.0437;0.7923;"Test";20
"AIRWLS";172.759;0.0307;0.4945;0.0201;0.4615;0.824;"Test";20
"Newton";70.995;0.0308;0.4944;0.0245;0.4893;0.828;"Test";20
"C-SGD";40.456;0.0322;0.4946;0.0139;0.4297;0.7737;"Test";20
"B-SGD";29.314;0.0355;0.4948;0.0133;0.344;0.7065;"Test";20
"AvaGrad";43.68;0.0342;0.0087;0.0195;-0.017;0.2601;"Full";21
"Fisher";205.869;0.0304;0.0077;0.0123;0.3713;0.7939;"Full";21
"NBWaVE";215.43;0.0284;0.0072;0.0122;0.5276;0.8363;"Full";21
"CMF";536.175;0.0304;0.0078;0.0145;0.1239;0.7093;"Full";21
"NMF";431.11;0.0309;0.0079;0.0126;0.0316;0.7347;"Full";21
"NNLM";184.201;0.0293;0.0075;0.0101;0.1955;0.9168;"Full";21
"AIRWLS";171.834;0.0291;0.0074;0.0103;0.5501;0.8714;"Full";21
"Newton";71.254;0.0291;0.0074;0.0113;0.5377;0.8675;"Full";21
"C-SGD";40.412;0.0286;0.0073;0.0102;0.5379;0.8566;"Full";21
"B-SGD";29.256;0.0285;0.0073;0.0105;0.506;0.8385;"Full";21
"AvaGrad";43.68;0.0342;0.1469;0.0192;-0.017;0.2601;"Train";21
"Fisher";205.869;0.0302;0.1462;0.0087;0.3713;0.7939;"Train";21
"NBWaVE";215.43;0.0271;0.1454;0.0118;0.5276;0.8363;"Train";21
"CMF";536.175;0.0301;0.1462;0.0084;0.1239;0.7093;"Train";21
"NMF";431.11;0.0308;0.1463;0.0096;0.0316;0.7347;"Train";21
"NNLM";184.201;0.0291;0.1457;0.0084;0.1955;0.9168;"Train";21
"AIRWLS";171.834;0.0288;0.1457;0.0077;0.5501;0.8714;"Train";21
"Newton";71.254;0.0287;0.1458;0.0077;0.5377;0.8675;"Train";21
"C-SGD";40.412;0.0277;0.1455;0.0091;0.5379;0.8566;"Train";21
"B-SGD";29.256;0.0264;0.1454;0.0097;0.506;0.8385;"Train";21
"AvaGrad";43.68;0.0342;0.495;0.0202;-0.017;0.2601;"Test";21
"Fisher";205.869;0.0311;0.4944;0.0225;0.3713;0.7939;"Test";21
"NBWaVE";215.43;0.0319;0.4947;0.0134;0.5276;0.8363;"Test";21
"CMF";536.175;0.0313;0.4944;0.0318;0.1239;0.7093;"Test";21
"NMF";431.11;0.0315;0.4944;0.0212;0.0316;0.7347;"Test";21
"NNLM";184.201;0.0299;0.4948;0.015;0.1955;0.9168;"Test";21
"AIRWLS";171.834;0.03;0.4946;0.0178;0.5501;0.8714;"Test";21
"Newton";71.254;0.0301;0.4945;0.0215;0.5377;0.8675;"Test";21
"C-SGD";40.412;0.0315;0.4947;0.0136;0.5379;0.8566;"Test";21
"B-SGD";29.256;0.0347;0.4949;0.0127;0.506;0.8385;"Test";21
"AvaGrad";43.628;0.0379;0.0077;0.0208;-0.0258;0.2593;"Full";22
"Fisher";167.13;0.0333;0.0068;0.0136;0.358;0.7465;"Full";22
"NBWaVE";169.229;0.0309;0.0063;0.0136;0.4932;0.8109;"Full";22
"CMF";536.377;0.033;0.0068;0.0149;0.0613;0.5931;"Full";22
"NMF";430.247;0.0339;0.0069;0.014;0.0665;0.7514;"Full";22
"NNLM";184.501;0.0318;0.0065;0.0113;0.0853;0.8048;"Full";22
"AIRWLS";172.763;0.0316;0.0065;0.0116;0.4961;0.8302;"Full";22
"Newton";70.74;0.0316;0.0065;0.013;0.4879;0.8317;"Full";22
"C-SGD";40.236;0.0312;0.0064;0.0115;0.507;0.8186;"Full";22
"B-SGD";28.836;0.0314;0.0064;0.0118;0.3843;0.741;"Full";22
"AvaGrad";43.628;0.0379;0.146;0.0206;-0.0258;0.2593;"Train";22
"Fisher";167.13;0.0331;0.1453;0.01;0.358;0.7465;"Train";22
"NBWaVE";169.229;0.0295;0.1446;0.0133;0.4932;0.8109;"Train";22
"CMF";536.377;0.0328;0.1451;0.0096;0.0613;0.5931;"Train";22
"NMF";430.247;0.0338;0.1455;0.011;0.0665;0.7514;"Train";22
"NNLM";184.501;0.0316;0.1448;0.0096;0.0853;0.8048;"Train";22
"AIRWLS";172.763;0.0312;0.1449;0.0089;0.4961;0.8302;"Train";22
"Newton";70.74;0.0312;0.1449;0.0089;0.4879;0.8317;"Train";22
"C-SGD";40.236;0.0301;0.1447;0.0103;0.507;0.8186;"Train";22
"B-SGD";28.836;0.0289;0.1447;0.011;0.3843;0.741;"Train";22
"AvaGrad";43.628;0.0378;0.4946;0.0213;-0.0258;0.2593;"Test";22
"Fisher";167.13;0.034;0.494;0.0238;0.358;0.7465;"Test";22
"NBWaVE";169.229;0.0349;0.4942;0.0145;0.4932;0.8109;"Test";22
"CMF";536.377;0.0338;0.4944;0.0299;0.0613;0.5931;"Test";22
"NMF";430.247;0.0345;0.494;0.0224;0.0665;0.7514;"Test";22
"NNLM";184.501;0.0324;0.4943;0.016;0.0853;0.8048;"Test";22
"AIRWLS";172.763;0.0325;0.4942;0.0191;0.4961;0.8302;"Test";22
"Newton";70.74;0.0327;0.4941;0.0246;0.4879;0.8317;"Test";22
"C-SGD";40.236;0.0343;0.4943;0.0147;0.507;0.8186;"Test";22
"B-SGD";28.836;0.0383;0.4944;0.0139;0.3843;0.741;"Test";22
"AvaGrad";31.469;0.0354;0.0098;0.0203;-0.0222;0.2596;"Full";23
"Fisher";230.205;0.0323;0.009;0.0133;0.2357;0.6848;"Full";23
"NBWaVE";163.361;0.0301;0.0084;0.0126;0.474;0.815;"Full";23
"CMF";542.89;0.0319;0.0089;0.0149;0.0766;0.6054;"Full";23
"NMF";430.693;0.0328;0.0091;0.0136;0.1191;0.6044;"Full";23
"NNLM";183.577;0.031;0.0087;0.0103;0.1103;0.8503;"Full";23
"AIRWLS";172.611;0.0308;0.0086;0.0109;0.5616;0.8626;"Full";23
"Newton";70.857;0.0308;0.0086;0.0119;0.4541;0.866;"Full";23
"C-SGD";40.093;0.0303;0.0085;0.0106;0.4814;0.8017;"Full";23
"B-SGD";28.914;0.0302;0.0085;0.0108;0.447;0.7704;"Full";23
"AvaGrad";31.469;0.0353;0.1477;0.0201;-0.0222;0.2596;"Train";23
"Fisher";230.205;0.032;0.1471;0.0096;0.2357;0.6848;"Train";23
"NBWaVE";163.361;0.0288;0.1462;0.0122;0.474;0.815;"Train";23
"CMF";542.89;0.0316;0.1468;0.0089;0.0766;0.6054;"Train";23
"NMF";430.693;0.0326;0.1472;0.0105;0.1191;0.6044;"Train";23
"NNLM";183.577;0.0308;0.1465;0.0089;0.1103;0.8503;"Train";23
"AIRWLS";172.611;0.0305;0.1465;0.0083;0.5616;0.8626;"Train";23
"Newton";70.857;0.0305;0.1466;0.0083;0.4541;0.866;"Train";23
"C-SGD";40.093;0.0293;0.1463;0.0096;0.4814;0.8017;"Train";23
"B-SGD";28.914;0.0283;0.1462;0.0101;0.447;0.7704;"Train";23
"AvaGrad";31.469;0.0354;0.496;0.0208;-0.0222;0.2596;"Test";23
"Fisher";230.205;0.033;0.4954;0.0238;0.2357;0.6848;"Test";23
"NBWaVE";163.361;0.0337;0.4957;0.0136;0.474;0.815;"Test";23
