"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"NBWaVE";58.654;0.0355;0.4943;0.0154;0.3871;0.9186;"Test";23
"CMF";106.085;0.0356;0.4943;0.0177;0.1983;0.652;"Test";23
"NMF";NA;NA;NA;NA;NA;NA;"Test";23
"NNLM";66.975;0.0345;0.4943;0.0148;0.0378;0.6556;"Test";23
"AIRWLS";80.836;0.0338;0.4942;0.0147;0.5116;0.9826;"Test";23
"Newton";45.892;0.0339;0.4942;0.015;0.4628;0.9589;"Test";23
"C-SGD";25.885;0.0339;0.4942;0.0138;0.4242;0.9414;"Test";23
"B-SGD";15.393;0.0343;0.4942;0.0141;0.2986;0.806;"Test";23
"AvaGrad";27.185;0.0367;0.0082;0.0217;-0.0287;0.2572;"Full";24
"Fisher";64.126;0.033;0.0074;0.0141;0.3483;0.8257;"Full";24
"NBWaVE";123.824;0.0323;0.0073;0.0136;0.5103;0.9928;"Full";24
"CMF";100.978;0.0331;0.0075;0.0142;0.0915;0.6636;"Full";24
"NMF";113.229;0.0344;0.0077;0.0159;0.0356;0.6125;"Full";24
"NNLM";67.373;0.0323;0.0073;0.0127;0.0251;0.7538;"Full";24
"AIRWLS";84.926;0.0315;0.0071;0.0115;0.5036;0.9817;"Full";24
"Newton";46.969;0.0315;0.0071;0.0116;0.52;0.9831;"Full";24
"C-SGD";25.8;0.0313;0.0071;0.012;0.4017;0.9194;"Full";24
"B-SGD";15.417;0.0311;0.007;0.0123;0.422;0.9186;"Full";24
"AvaGrad";27.185;0.0366;0.1462;0.0215;-0.0287;0.2572;"Train";24
"Fisher";64.126;0.0329;0.1455;0.0122;0.3483;0.8257;"Train";24
"NBWaVE";123.824;0.0321;0.1453;0.0134;0.5103;0.9928;"Train";24
"CMF";100.978;0.033;0.1455;0.0127;0.0915;0.6636;"Train";24
"NMF";113.229;0.0343;0.1458;0.0145;0.0356;0.6125;"Train";24
"NNLM";67.373;0.0322;0.1454;0.0121;0.0251;0.7538;"Train";24
"AIRWLS";84.926;0.0314;0.1452;0.0107;0.5036;0.9817;"Train";24
"Newton";46.969;0.0313;0.1452;0.0107;0.52;0.9831;"Train";24
"C-SGD";25.8;0.031;0.1452;0.0117;0.4017;0.9194;"Train";24
"B-SGD";15.417;0.0308;0.1451;0.0119;0.422;0.9186;"Train";24
"AvaGrad";27.185;0.0369;0.4954;0.0224;-0.0287;0.2572;"Test";24
"Fisher";64.126;0.0334;0.4949;0.0194;0.3483;0.8257;"Test";24
"NBWaVE";123.824;0.0331;0.4949;0.0144;0.5103;0.9928;"Test";24
"CMF";100.978;0.0334;0.495;0.0185;0.0915;0.6636;"Test";24
"NMF";113.229;0.0347;0.4951;0.0201;0.0356;0.6125;"Test";24
"NNLM";67.373;0.0326;0.495;0.0146;0.0251;0.7538;"Test";24
"AIRWLS";84.926;0.0319;0.4948;0.0139;0.5036;0.9817;"Test";24
"Newton";46.969;0.0318;0.4948;0.0141;0.52;0.9831;"Test";24
"C-SGD";25.8;0.0319;0.4948;0.0132;0.4017;0.9194;"Test";24
"B-SGD";15.417;0.0322;0.4949;0.0133;0.422;0.9186;"Test";24
"AvaGrad";144.924;0.0365;0.008;0.0199;-0.032;0.2583;"Full";25
"Fisher";55.104;0.0331;0.0072;0.0143;0.2907;0.781;"Full";25
"NBWaVE";75.881;0.0323;0.0071;0.0139;0.5181;0.9915;"Full";25
"CMF";106.501;0.0334;0.0073;0.0145;0.0152;0.4394;"Full";25
"NMF";NA;NA;NA;NA;NA;NA;"Full";25
"NNLM";67.275;0.0323;0.0071;0.0129;0.014;0.724;"Full";25
"AIRWLS";68.279;0.0316;0.0069;0.0122;0.5114;0.9659;"Full";25
"Newton";46.845;0.0316;0.007;0.0123;0.4858;0.9512;"Full";25
"C-SGD";25.86;0.0314;0.0069;0.0124;0.4354;0.9286;"Full";25
"B-SGD";15.271;0.0312;0.0069;0.0125;0.4294;0.9126;"Full";25
"AvaGrad";144.924;0.0365;0.1462;0.0197;-0.032;0.2583;"Train";25
"Fisher";55.104;0.033;0.1456;0.013;0.2907;0.781;"Train";25
"NBWaVE";75.881;0.0321;0.1454;0.0138;0.5181;0.9915;"Train";25
"CMF";106.501;0.0333;0.1457;0.0133;0.0152;0.4394;"Train";25
"NMF";NA;NA;NA;NA;NA;NA;"Train";25
"NNLM";67.275;0.0323;0.1455;0.0125;0.014;0.724;"Train";25
"AIRWLS";68.279;0.0315;0.1453;0.0115;0.5114;0.9659;"Train";25
"Newton";46.845;0.0316;0.1453;0.0115;0.4858;0.9512;"Train";25
"C-SGD";25.86;0.0312;0.1453;0.0121;0.4354;0.9286;"Train";25
"B-SGD";15.271;0.0309;0.1452;0.0123;0.4294;0.9126;"Train";25
"AvaGrad";144.924;0.0364;0.4948;0.0202;-0.032;0.2583;"Test";25
"Fisher";55.104;0.0332;0.4944;0.0177;0.2907;0.781;"Test";25
"NBWaVE";75.881;0.0329;0.4944;0.0143;0.5181;0.9915;"Test";25
"CMF";106.501;0.0335;0.4945;0.0178;0.0152;0.4394;"Test";25
"NMF";NA;NA;NA;NA;NA;NA;"Test";25
"NNLM";67.275;0.0325;0.4944;0.014;0.014;0.724;"Test";25
"AIRWLS";68.279;0.0318;0.4943;0.0142;0.5114;0.9659;"Test";25
"Newton";46.845;0.0318;0.4943;0.0147;0.4858;0.9512;"Test";25
"C-SGD";25.86;0.0319;0.4943;0.0132;0.4354;0.9286;"Test";25
"B-SGD";15.271;0.0321;0.4944;0.0132;0.4294;0.9126;"Test";25
"AvaGrad";23.219;0.0399;0.008;0.0238;-0.028;0.2612;"Full";26
"Fisher";91.97;0.0355;0.0071;0.0145;0.3856;0.8868;"Full";26
"NBWaVE";77.095;0.0348;0.007;0.0141;0.4814;0.966;"Full";26
"CMF";104.481;0.0359;0.0072;0.015;0.1613;0.7921;"Full";26
"NMF";113.843;0.037;0.0074;0.0166;0.0087;0.6695;"Full";26
"NNLM";67.168;0.0347;0.007;0.0135;0.0449;0.7186;"Full";26
"AIRWLS";84.962;0.0337;0.0068;0.0117;0.4931;0.9944;"Full";26
"Newton";47.261;0.0337;0.0068;0.0117;0.5186;0.9947;"Full";26
"C-SGD";26.243;0.0336;0.0068;0.0128;0.3534;0.9375;"Full";26
"B-SGD";15.517;0.0333;0.0067;0.0128;0.4468;0.9396;"Full";26
"AvaGrad";23.219;0.0398;0.1461;0.0236;-0.028;0.2612;"Train";26
"Fisher";91.97;0.0353;0.1454;0.0127;0.3856;0.8868;"Train";26
"NBWaVE";77.095;0.0345;0.1453;0.0138;0.4814;0.966;"Train";26
"CMF";104.481;0.0358;0.1455;0.0134;0.1613;0.7921;"Train";26
"NMF";113.843;0.0369;0.1457;0.0152;0.0087;0.6695;"Train";26
"NNLM";67.168;0.0346;0.1453;0.0128;0.0449;0.7186;"Train";26
"AIRWLS";84.962;0.0336;0.1451;0.011;0.4931;0.9944;"Train";26
"Newton";47.261;0.0336;0.1451;0.011;0.5186;0.9947;"Train";26
"C-SGD";26.243;0.0333;0.1451;0.0124;0.3534;0.9375;"Train";26
"B-SGD";15.517;0.0329;0.145;0.0124;0.4468;0.9396;"Train";26
"AvaGrad";23.219;0.04;0.495;0.0246;-0.028;0.2612;"Test";26
"Fisher";91.97;0.0359;0.4945;0.0195;0.3856;0.8868;"Test";26
"NBWaVE";77.095;0.0356;0.4945;0.0151;0.4814;0.966;"Test";26
"CMF";104.481;0.0363;0.4947;0.0198;0.1613;0.7921;"Test";26
"NMF";113.843;0.0373;0.4946;0.0207;0.0087;0.6695;"Test";26
"NNLM";67.168;0.035;0.4945;0.0153;0.0449;0.7186;"Test";26
"AIRWLS";84.962;0.0341;0.4944;0.0137;0.4931;0.9944;"Test";26
"Newton";47.261;0.0341;0.4944;0.0138;0.5186;0.9947;"Test";26
"C-SGD";26.243;0.0343;0.4945;0.0142;0.3534;0.9375;"Test";26
"B-SGD";15.517;0.0346;0.4945;0.0139;0.4468;0.9396;"Test";26
"AvaGrad";281.178;0.0372;0.0079;0.0193;-0.0151;0.2517;"Full";27
"Fisher";116.401;0.0329;0.007;0.0128;0.2719;0.7319;"Full";27
"NBWaVE";54.608;0.0321;0.0069;0.0128;0.4186;0.9474;"Full";27
"CMF";105.499;0.0335;0.0072;0.0138;0.0495;0.4536;"Full";27
"NMF";NA;NA;NA;NA;NA;NA;"Full";27
"NNLM";67.213;0.0319;0.0068;0.0117;0.0726;0.6504;"Full";27
"AIRWLS";84.851;0.0312;0.0067;0.0112;0.4139;0.9058;"Full";27
"Newton";46.916;0.0312;0.0067;0.0113;0.3999;0.9024;"Full";27
"C-SGD";26.026;0.0309;0.0067;0.0113;0.4469;0.9215;"Full";27
"B-SGD";15.18;0.0307;0.0066;0.0115;0.3507;0.8648;"Full";27
"AvaGrad";281.178;0.0371;0.1456;0.0191;-0.0151;0.2517;"Train";27
"Fisher";116.401;0.0328;0.1449;0.0116;0.2719;0.7319;"Train";27
"NBWaVE";54.608;0.0318;0.1447;0.0126;0.4186;0.9474;"Train";27
"CMF";105.499;0.0334;0.1449;0.0125;0.0495;0.4536;"Train";27
"NMF";NA;NA;NA;NA;NA;NA;"Train";27
"NNLM";67.213;0.0317;0.1447;0.0113;0.0726;0.6504;"Train";27
"AIRWLS";84.851;0.0311;0.1445;0.0102;0.4139;0.9058;"Train";27
"Newton";46.916;0.0311;0.1445;0.0102;0.3999;0.9024;"Train";27
"C-SGD";26.026;0.0307;0.1445;0.011;0.4469;0.9215;"Train";27
"B-SGD";15.18;0.0303;0.1444;0.0112;0.3507;0.8648;"Train";27
"AvaGrad";281.178;0.0373;0.4957;0.02;-0.0151;0.2517;"Test";27
"Fisher";116.401;0.0333;0.4953;0.0164;0.2719;0.7319;"Test";27
"NBWaVE";54.608;0.033;0.4953;0.0133;0.4186;0.9474;"Test";27
"CMF";105.499;0.0338;0.4955;0.0176;0.0495;0.4536;"Test";27
"NMF";NA;NA;NA;NA;NA;NA;"Test";27
"NNLM";67.213;0.0322;0.4953;0.0129;0.0726;0.6504;"Test";27
"AIRWLS";84.851;0.0316;0.4952;0.014;0.4139;0.9058;"Test";27
"Newton";46.916;0.0316;0.4952;0.0146;0.3999;0.9024;"Test";27
"C-SGD";26.026;0.0316;0.4952;0.0123;0.4469;0.9215;"Test";27
"B-SGD";15.18;0.032;0.4952;0.0123;0.3507;0.8648;"Test";27
"AvaGrad";42.227;0.0385;0.0083;0.0191;-0.0246;0.2566;"Full";28
"Fisher";40.612;0.0344;0.0074;0.0137;0.2519;0.7127;"Full";28
"NBWaVE";54.63;0.0335;0.0072;0.0133;0.4952;0.9952;"Full";28
"CMF";101.935;0.0349;0.0075;0.0139;0.0264;0.4214;"Full";28
"NMF";114.213;0.0358;0.0077;0.0149;0.0195;0.3819;"Full";28
"NNLM";67.32;0.0336;0.0072;0.0123;0.0079;0.7089;"Full";28
"AIRWLS";81.359;0.0327;0.0071;0.0117;0.3874;0.8698;"Full";28
"Newton";46.847;0.0327;0.0071;0.0117;0.3343;0.8687;"Full";28
"C-SGD";26.291;0.0324;0.007;0.0119;0.429;0.9413;"Full";28
"B-SGD";15.56;0.0322;0.007;0.012;0.3823;0.8845;"Full";28
"AvaGrad";42.227;0.0385;0.1459;0.019;-0.0246;0.2566;"Train";28
"Fisher";40.612;0.0343;0.1452;0.0125;0.2519;0.7127;"Train";28
"NBWaVE";54.63;0.0332;0.145;0.0132;0.4952;0.9952;"Train";28
"CMF";101.935;0.0348;0.1453;0.0128;0.0264;0.4214;"Train";28
"NMF";114.213;0.0357;0.1455;0.0141;0.0195;0.3819;"Train";28
"NNLM";67.32;0.0334;0.1451;0.0119;0.0079;0.7089;"Train";28
"AIRWLS";81.359;0.0326;0.1449;0.0109;0.3874;0.8698;"Train";28
"Newton";46.847;0.0326;0.1449;0.0109;0.3343;0.8687;"Train";28
"C-SGD";26.291;0.0321;0.1448;0.0116;0.429;0.9413;"Train";28
"B-SGD";15.56;0.0318;0.1448;0.0117;0.3823;0.8845;"Train";28
"AvaGrad";42.227;0.0387;0.4959;0.0196;-0.0246;0.2566;"Test";28
"Fisher";40.612;0.0348;0.4954;0.0174;0.2519;0.7127;"Test";28
"NBWaVE";54.63;0.0343;0.4954;0.0139;0.4952;0.9952;"Test";28
"CMF";101.935;0.0352;0.4955;0.0172;0.0264;0.4214;"Test";28
"NMF";114.213;0.0361;0.4955;0.0174;0.0195;0.3819;"Test";28
"NNLM";67.32;0.0339;0.4954;0.0135;0.0079;0.7089;"Test";28
"AIRWLS";81.359;0.0331;0.4953;0.0139;0.3874;0.8698;"Test";28
"Newton";46.847;0.0331;0.4953;0.0141;0.3343;0.8687;"Test";28
"C-SGD";26.291;0.033;0.4953;0.0127;0.429;0.9413;"Test";28
"B-SGD";15.56;0.0333;0.4954;0.0127;0.3823;0.8845;"Test";28
"AvaGrad";101.134;0.0358;0.0079;0.0189;-0.0415;0.2569;"Full";29
"Fisher";88.42;0.0325;0.0072;0.0134;0.2252;0.6728;"Full";29
"NBWaVE";58.667;0.0317;0.007;0.0132;0.414;0.925;"Full";29
"CMF";104.867;0.0324;0.0072;0.0132;0.0547;0.4886;"Full";29
"NMF";NA;NA;NA;NA;NA;NA;"Full";29
"NNLM";67.181;0.0316;0.007;0.0119;-0.0014;0.671;"Full";29
"AIRWLS";81.138;0.031;0.0069;0.0114;0.3119;0.8135;"Full";29
"Newton";46.616;0.031;0.0069;0.0118;0.3571;0.8223;"Full";29
"C-SGD";25.82;0.0306;0.0068;0.0116;0.3645;0.8841;"Full";29
"B-SGD";15.551;0.0305;0.0068;0.0118;0.3458;0.8157;"Full";29
"AvaGrad";101.134;0.0359;0.1461;0.0188;-0.0415;0.2569;"Train";29
"Fisher";88.42;0.0324;0.1455;0.012;0.2252;0.6728;"Train";29
"NBWaVE";58.667;0.0314;0.1453;0.0131;0.414;0.925;"Train";29
"CMF";104.867;0.0324;0.1455;0.0121;0.0547;0.4886;"Train";29
"NMF";NA;NA;NA;NA;NA;NA;"Train";29
"NNLM";67.181;0.0315;0.1453;0.0115;-0.0014;0.671;"Train";29
"AIRWLS";81.138;0.031;0.1452;0.0105;0.3119;0.8135;"Train";29
"Newton";46.616;0.0309;0.1452;0.0105;0.3571;0.8223;"Train";29
"C-SGD";25.82;0.0305;0.1451;0.0113;0.3645;0.8841;"Train";29
"B-SGD";15.551;0.0301;0.145;0.0116;0.3458;0.8157;"Train";29
"AvaGrad";101.134;0.0358;0.495;0.0192;-0.0415;0.2569;"Test";29
"Fisher";88.42;0.0326;0.4946;0.0172;0.2252;0.6728;"Test";29
"NBWaVE";58.667;0.0324;0.4946;0.0135;0.414;0.925;"Test";29
"CMF";104.867;0.0325;0.4947;0.0163;0.0547;0.4886;"Test";29
"NMF";NA;NA;NA;NA;NA;NA;"Test";29
"NNLM";67.181;0.0317;0.4946;0.013;-0.0014;0.671;"Test";29
"AIRWLS";81.138;0.0312;0.4945;0.0139;0.3119;0.8135;"Test";29
"Newton";46.616;0.0312;0.4945;0.0155;0.3571;0.8223;"Test";29
"C-SGD";25.82;0.0312;0.4945;0.0124;0.3645;0.8841;"Test";29
"B-SGD";15.551;0.0315;0.4946;0.0124;0.3458;0.8157;"Test";29
"AvaGrad";135.863;0.0359;0.0074;0.0187;0.0117;0.4333;"Full";30
"Fisher";45.662;0.0336;0.0069;0.0141;0.2999;0.8058;"Full";30
"NBWaVE";76.395;0.0329;0.0068;0.0138;0.4938;0.9928;"Full";30
"CMF";104.638;0.034;0.0071;0.0147;0.0271;0.5114;"Full";30
"NMF";103.358;0.0351;0.0073;0.0161;0.0073;0.4392;"Full";30
"NNLM";67.155;0.0327;0.0068;0.0129;0.119;0.7772;"Full";30
"AIRWLS";84.097;0.032;0.0066;0.0121;0.4987;0.9664;"Full";30
"Newton";35.531;0.0318;0.0066;0.012;0.5395;0.9926;"Full";30
"C-SGD";26.12;0.0317;0.0066;0.0123;0.4682;0.9538;"Full";30
"B-SGD";15.452;0.0316;0.0066;0.0124;0.4115;0.9261;"Full";30
"AvaGrad";135.863;0.0359;0.1457;0.0182;0.0117;0.4333;"Train";30
"Fisher";45.662;0.0335;0.1453;0.0129;0.2999;0.8058;"Train";30
"NBWaVE";76.395;0.0326;0.1451;0.0136;0.4938;0.9928;"Train";30
"CMF";104.638;0.034;0.1453;0.0136;0.0271;0.5114;"Train";30
"NMF";103.358;0.0351;0.1456;0.0153;0.0073;0.4392;"Train";30
"NNLM";67.155;0.0326;0.1451;0.0125;0.119;0.7772;"Train";30
"AIRWLS";84.097;0.0319;0.145;0.0113;0.4987;0.9664;"Train";30
"Newton";35.531;0.0318;0.145;0.0113;0.5395;0.9926;"Train";30
"C-SGD";26.12;0.0315;0.1449;0.012;0.4682;0.9538;"Train";30
"B-SGD";15.452;0.0312;0.1449;0.0122;0.4115;0.9261;"Train";30
"AvaGrad";135.863;0.0359;0.4947;0.0201;0.0117;0.4333;"Test";30
"Fisher";45.662;0.0338;0.4944;0.0175;0.2999;0.8058;"Test";30
"NBWaVE";76.395;0.0335;0.4944;0.0144;0.4938;0.9928;"Test";30
"CMF";104.638;0.0342;0.4945;0.0178;0.0271;0.5114;"Test";30
"NMF";103.358;0.0353;0.4945;0.0185;0.0073;0.4392;"Test";30
"NNLM";67.155;0.0329;0.4944;0.0141;0.119;0.7772;"Test";30
"AIRWLS";84.097;0.0322;0.4943;0.0145;0.4987;0.9664;"Test";30
"Newton";35.531;0.0321;0.4943;0.0143;0.5395;0.9926;"Test";30
"C-SGD";26.12;0.0323;0.4943;0.0133;0.4682;0.9538;"Test";30
"B-SGD";15.452;0.0327;0.4943;0.0132;0.4115;0.9261;"Test";30
"AvaGrad";21.732;0.038;0.008;0.0212;-0.0256;0.2614;"Full";31
"Fisher";92.037;0.0337;0.0071;0.0143;0.1505;0.6373;"Full";31
"NBWaVE";75.131;0.0327;0.0069;0.014;0.502;0.9615;"Full";31
"CMF";102.554;0.0334;0.0071;0.0143;0.0256;0.5486;"Full";31
"NMF";113.871;0.0347;0.0073;0.0152;0.0089;0.5563;"Full";31
"NNLM";67.382;0.0325;0.0069;0.0125;0.0393;0.6452;"Full";31
"AIRWLS";75.595;0.0319;0.0068;0.0121;0.374;0.8562;"Full";31
"Newton";46.417;0.0319;0.0068;0.0122;0.3584;0.8536;"Full";31
"C-SGD";26.266;0.0315;0.0067;0.0124;0.4415;0.926;"Full";31
"B-SGD";15.418;0.0315;0.0067;0.0125;0.3006;0.7832;"Full";31
"AvaGrad";21.732;0.038;0.1464;0.0211;-0.0256;0.2614;"Train";31
"Fisher";92.037;0.0336;0.1456;0.0131;0.1505;0.6373;"Train";31
"NBWaVE";75.131;0.0325;0.1454;0.0138;0.502;0.9615;"Train";31
"CMF";102.554;0.0334;0.1456;0.0127;0.0256;0.5486;"Train";31
"NMF";113.871;0.0347;0.1458;0.0144;0.0089;0.5563;"Train";31
"NNLM";67.382;0.0324;0.1454;0.0122;0.0393;0.6452;"Train";31
"AIRWLS";75.595;0.0318;0.1453;0.0114;0.374;0.8562;"Train";31
"Newton";46.417;0.0318;0.1453;0.0114;0.3584;0.8536;"Train";31
"C-SGD";26.266;0.0314;0.1452;0.0121;0.4415;0.926;"Train";31
"B-SGD";15.418;0.0311;0.1452;0.0123;0.3006;0.7832;"Train";31
"AvaGrad";21.732;0.0379;0.4946;0.0216;-0.0256;0.2614;"Test";31
"Fisher";92.037;0.0338;0.4941;0.0177;0.1505;0.6373;"Test";31
"NBWaVE";75.131;0.0334;0.4941;0.0144;0.502;0.9615;"Test";31
"CMF";102.554;0.0335;0.4942;0.0189;0.0256;0.5486;"Test";31
"NMF";113.871;0.0348;0.4942;0.0175;0.0089;0.5563;"Test";31
"NNLM";67.382;0.0325;0.4941;0.0135;0.0393;0.6452;"Test";31
"AIRWLS";75.595;0.032;0.4941;0.0144;0.374;0.8562;"Test";31
"Newton";46.417;0.032;0.4941;0.0147;0.3584;0.8536;"Test";31
"C-SGD";26.266;0.032;0.4941;0.0132;0.4415;0.926;"Test";31
"B-SGD";15.418;0.0324;0.4941;0.0132;0.3006;0.7832;"Test";31
"AvaGrad";296.27;0.0367;0.0076;0.0206;-0.02;0.2552;"Full";32
"Fisher";42.333;0.0331;0.0069;0.0136;0.2631;0.7278;"Full";32
"NBWaVE";55.815;0.0323;0.0067;0.0135;0.4233;0.9338;"Full";32
"CMF";105.707;0.0335;0.007;0.0144;0.1353;0.5533;"Full";32
"NMF";NA;NA;NA;NA;NA;NA;"Full";32
"NNLM";67.225;0.0321;0.0067;0.0122;0.0951;0.6643;"Full";32
"AIRWLS";83.74;0.0315;0.0066;0.0116;0.302;0.8523;"Full";32
"Newton";46.419;0.0315;0.0066;0.0119;0.3822;0.8549;"Full";32
"C-SGD";26.459;0.0312;0.0065;0.0119;0.3858;0.8996;"Full";32
"B-SGD";15.312;0.031;0.0065;0.012;0.3547;0.8606;"Full";32
"AvaGrad";296.27;0.0366;0.1458;0.0204;-0.02;0.2552;"Train";32
"Fisher";42.333;0.0329;0.1453;0.0119;0.2631;0.7278;"Train";32
"NBWaVE";55.815;0.0319;0.145;0.0134;0.4233;0.9338;"Train";32
"CMF";105.707;0.0333;0.1453;0.0126;0.1353;0.5533;"Train";32
"NMF";NA;NA;NA;NA;NA;NA;"Train";32
"NNLM";67.225;0.032;0.1451;0.0117;0.0951;0.6643;"Train";32
"AIRWLS";83.74;0.0314;0.1449;0.0105;0.302;0.8523;"Train";32
"Newton";46.419;0.0314;0.145;0.0105;0.3822;0.8549;"Train";32
"C-SGD";26.459;0.0309;0.1449;0.0115;0.3858;0.8996;"Train";32
"B-SGD";15.312;0.0306;0.1448;0.0117;0.3547;0.8606;"Train";32
"AvaGrad";296.27;0.037;0.4947;0.0212;-0.02;0.2552;"Test";32
"Fisher";42.333;0.0335;0.4943;0.0183;0.2631;0.7278;"Test";32
"NBWaVE";55.815;0.0333;0.4943;0.014;0.4233;0.9338;"Test";32
"CMF";105.707;0.0338;0.4945;0.0194;0.1353;0.5533;"Test";32
"NMF";NA;NA;NA;NA;NA;NA;"Test";32
"NNLM";67.225;0.0325;0.4943;0.0137;0.0951;0.6643;"Test";32
"AIRWLS";83.74;0.0319;0.4942;0.0148;0.302;0.8523;"Test";32
"Newton";46.419;0.032;0.4942;0.0158;0.3822;0.8549;"Test";32
"C-SGD";26.459;0.0319;0.4942;0.0131;0.3858;0.8996;"Test";32
"B-SGD";15.312;0.0322;0.4943;0.0129;0.3547;0.8606;"Test";32
"AvaGrad";22.43;0.0365;0.008;0.0236;-0.0379;0.2633;"Full";33
"Fisher";39.883;0.0325;0.0072;0.015;0.2413;0.7376;"Full";33
"NBWaVE";72.695;0.0319;0.007;0.0145;0.5002;0.9905;"Full";33
"CMF";105.938;0.0324;0.0072;0.0149;0.1669;0.6772;"Full";33
"NMF";113.791;0.0335;0.0074;0.0165;0.0303;0.7006;"Full";33
"NNLM";67.196;0.0317;0.007;0.0139;0.0514;0.7783;"Full";33
"AIRWLS";79.822;0.0309;0.0068;0.0124;0.4821;0.9852;"Full";33
"Newton";47.225;0.0309;0.0068;0.0124;0.4931;0.9867;"Full";33
"C-SGD";26.099;0.0307;0.0068;0.0131;0.4414;0.9304;"Full";33
"B-SGD";15.165;0.0305;0.0068;0.0132;0.4497;0.8976;"Full";33
"AvaGrad";22.43;0.0365;0.1461;0.0235;-0.0379;0.2633;"Train";33
"Fisher";39.883;0.0324;0.1454;0.0136;0.2413;0.7376;"Train";33
"NBWaVE";72.695;0.0316;0.1453;0.0141;0.5002;0.9905;"Train";33
"CMF";105.938;0.0323;0.1454;0.0139;0.1669;0.6772;"Train";33
"NMF";113.791;0.0334;0.1456;0.0157;0.0303;0.7006;"Train";33
"NNLM";67.196;0.0316;0.1452;0.0133;0.0514;0.7783;"Train";33
"AIRWLS";79.822;0.0308;0.1451;0.0118;0.4821;0.9852;"Train";33
"Newton";47.225;0.0308;0.1451;0.0118;0.4931;0.9867;"Train";33
"C-SGD";26.099;0.0306;0.145;0.0127;0.4414;0.9304;"Train";33
"B-SGD";15.165;0.0302;0.145;0.0129;0.4497;0.8976;"Train";33
"AvaGrad";22.43;0.0364;0.4951;0.024;-0.0379;0.2633;"Test";33
"Fisher";39.883;0.0328;0.4946;0.0191;0.2413;0.7376;"Test";33
"NBWaVE";72.695;0.0325;0.4946;0.0154;0.5002;0.9905;"Test";33
"CMF";105.938;0.0327;0.4947;0.0179;0.1669;0.6772;"Test";33
"NMF";113.791;0.0337;0.4947;0.0189;0.0303;0.7006;"Test";33
"NNLM";67.196;0.0319;0.4947;0.0155;0.0514;0.7783;"Test";33
"AIRWLS";79.822;0.0311;0.4946;0.0139;0.4821;0.9852;"Test";33
"Newton";47.225;0.0311;0.4946;0.014;0.4931;0.9867;"Test";33
"C-SGD";26.099;0.0313;0.4946;0.0141;0.4414;0.9304;"Test";33
"B-SGD";15.165;0.0316;0.4946;0.014;0.4497;0.8976;"Test";33
"AvaGrad";21.68;0.0375;0.008;0.0201;-0.0286;0.2568;"Full";34
"Fisher";89.241;0.0338;0.0072;0.0136;0.285;0.756;"Full";34
"NBWaVE";74.428;0.033;0.007;0.0132;0.4877;0.9877;"Full";34
"CMF";102.609;0.034;0.0073;0.014;0.039;0.6081;"Full";34
"NMF";113.979;0.0352;0.0075;0.0156;0.0176;0.5334;"Full";34
"NNLM";67.006;0.033;0.0071;0.0124;0.0045;0.7989;"Full";34
"AIRWLS";80.262;0.0322;0.0069;0.0115;0.4394;0.9209;"Full";34
"Newton";31.67;0.0321;0.0069;0.0114;0.4988;0.9634;"Full";34
"C-SGD";25.965;0.0319;0.0068;0.0119;0.4532;0.9404;"Full";34
"B-SGD";15.139;0.0317;0.0068;0.012;0.4192;0.9199;"Full";34
"AvaGrad";21.68;0.0375;0.146;0.02;-0.0286;0.2568;"Train";34
"Fisher";89.241;0.0337;0.1454;0.0122;0.285;0.756;"Train";34
"NBWaVE";74.428;0.0327;0.1452;0.013;0.4877;0.9877;"Train";34
"CMF";102.609;0.0339;0.1454;0.0126;0.039;0.6081;"Train";34
"NMF";113.979;0.0352;0.1457;0.0147;0.0176;0.5334;"Train";34
"NNLM";67.006;0.0329;0.1452;0.0119;0.0045;0.7989;"Train";34
"AIRWLS";80.262;0.0321;0.1451;0.0106;0.4394;0.9209;"Train";34
"Newton";31.67;0.032;0.1451;0.0106;0.4988;0.9634;"Train";34
"C-SGD";25.965;0.0317;0.145;0.0115;0.4532;0.9404;"Train";34
"B-SGD";15.139;0.0313;0.1449;0.0117;0.4192;0.9199;"Train";34
"AvaGrad";21.68;0.0375;0.4952;0.0204;-0.0286;0.2568;"Test";34
"Fisher";89.241;0.034;0.4947;0.0175;0.285;0.756;"Test";34
"NBWaVE";74.428;0.0337;0.4947;0.0137;0.4877;0.9877;"Test";34
"CMF";102.609;0.0342;0.4949;0.0177;0.039;0.6081;"Test";34
"NMF";113.979;0.0354;0.4949;0.0182;0.0176;0.5334;"Test";34
"NNLM";67.006;0.0332;0.4948;0.0139;0.0045;0.7989;"Test";34
"AIRWLS";80.262;0.0324;0.4947;0.0141;0.4394;0.9209;"Test";34
"Newton";31.67;0.0324;0.4947;0.0136;0.4988;0.9634;"Test";34
"C-SGD";25.965;0.0324;0.4947;0.0128;0.4532;0.9404;"Test";34
"B-SGD";15.139;0.0327;0.4947;0.0127;0.4192;0.9199;"Test";34
"AvaGrad";29.318;0.0337;0.0092;0.0181;-0.0159;0.2567;"Full";35
"Fisher";38.454;0.0305;0.0084;0.0116;0.2501;0.755;"Full";35
"NBWaVE";56.369;0.0297;0.0081;0.011;0.5211;0.9927;"Full";35
"CMF";101.419;0.0305;0.0084;0.0112;0.1412;0.6387;"Full";35
