"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"B-SGD";33.526;0.0315;0.0065;0.0116;0.3666;0.7623;"Full";12
"AvaGrad";48.668;0.0376;0.146;0.0226;-0.0172;0.2601;"Train";12
"Fisher";374.655;0.0326;0.1454;0.0093;0.3415;0.727;"Train";12
"NBWaVE";215.442;0.0284;0.1445;0.0131;0.452;0.7731;"Train";12
"CMF";791.637;0.0321;0.1455;0.009;0.0279;0.611;"Train";12
"NMF";537.103;0.0333;0.1455;0.0103;0.0548;0.6426;"Train";12
"NNLM";227.195;0.0312;0.1448;0.009;0.1611;0.8492;"Train";12
"AIRWLS";217.159;0.0307;0.1448;0.0084;0.499;0.7971;"Train";12
"Newton";78.75;0.0306;0.1449;0.0083;0.4948;0.8046;"Train";12
"C-SGD";45.813;0.0294;0.1447;0.0099;0.474;0.7793;"Train";12
"B-SGD";33.526;0.0281;0.1448;0.0105;0.3666;0.7623;"Train";12
"AvaGrad";48.668;0.0376;0.4947;0.0236;-0.0172;0.2601;"Test";12
"Fisher";374.655;0.034;0.494;0.0274;0.3415;0.727;"Test";12
"NBWaVE";215.442;0.0351;0.4943;0.015;0.452;0.7731;"Test";12
"CMF";791.637;0.0339;0.4937;0.0351;0.0279;0.611;"Test";12
"NMF";537.103;0.0345;0.494;0.0256;0.0548;0.6426;"Test";12
"NNLM";227.195;0.0325;0.4944;0.0164;0.1611;0.8492;"Test";12
"AIRWLS";217.159;0.0329;0.4943;0.0197;0.499;0.7971;"Test";12
"Newton";78.75;0.033;0.4942;0.0255;0.4948;0.8046;"Test";12
"C-SGD";45.813;0.0355;0.4944;0.0154;0.474;0.7793;"Test";12
"B-SGD";33.526;0.041;0.4945;0.0146;0.3666;0.7623;"Test";12
"AvaGrad";47.544;0.0366;0.0096;0.0159;-0.0114;0.259;"Full";13
"Fisher";225.182;0.0329;0.0086;0.0109;0.2628;0.6731;"Full";13
"NBWaVE";211.86;0.03;0.0079;0.0108;0.3886;0.7458;"Full";13
"CMF";778.245;0.0326;0.0086;0.0129;0.0159;0.5122;"Full";13
"NMF";535.53;0.0335;0.0088;0.0111;0.0491;0.5843;"Full";13
"NNLM";225.987;0.0315;0.0083;0.0087;0.056;0.6957;"Full";13
"AIRWLS";216.373;0.0313;0.0083;0.0092;0.4718;0.7813;"Full";13
"Newton";78.719;0.0312;0.0082;0.0105;0.471;0.7835;"Full";13
"C-SGD";45.582;0.0308;0.0081;0.0092;0.4266;0.7438;"Full";13
"B-SGD";33.004;0.0312;0.0082;0.0094;0.3649;0.71;"Full";13
"AvaGrad";47.544;0.0366;0.1475;0.0158;-0.0114;0.259;"Train";13
"Fisher";225.182;0.0326;0.1468;0.0074;0.2628;0.6731;"Train";13
"NBWaVE";211.86;0.0284;0.1458;0.0105;0.3886;0.7458;"Train";13
"CMF";778.245;0.0322;0.1471;0.0072;0.0159;0.5122;"Train";13
"NMF";535.53;0.0333;0.147;0.0081;0.0491;0.5843;"Train";13
"NNLM";225.987;0.0312;0.1463;0.0072;0.056;0.6957;"Train";13
"AIRWLS";216.373;0.0307;0.1463;0.0067;0.4718;0.7813;"Train";13
"Newton";78.719;0.0306;0.1463;0.0067;0.471;0.7835;"Train";13
"C-SGD";45.582;0.0293;0.146;0.008;0.4266;0.7438;"Train";13
"B-SGD";33.004;0.0282;0.146;0.0086;0.3649;0.71;"Train";13
"AvaGrad";47.544;0.0366;0.4959;0.0163;-0.0114;0.259;"Test";13
"Fisher";225.182;0.0337;0.4951;0.0209;0.2628;0.6731;"Test";13
"NBWaVE";211.86;0.0348;0.4954;0.0118;0.3886;0.7458;"Test";13
"CMF";778.245;0.0336;0.4946;0.0291;0.0159;0.5122;"Test";13
"NMF";535.53;0.0342;0.4952;0.0197;0.0491;0.5843;"Test";13
"NNLM";225.987;0.0325;0.4955;0.013;0.056;0.6957;"Test";13
"AIRWLS";216.373;0.0329;0.4953;0.0162;0.4718;0.7813;"Test";13
"Newton";78.719;0.0328;0.4953;0.0214;0.471;0.7835;"Test";13
"C-SGD";45.582;0.0353;0.4955;0.0125;0.4266;0.7438;"Test";13
"B-SGD";33.004;0.0397;0.4957;0.0119;0.3649;0.71;"Test";13
"AvaGrad";482.88;0.0377;0.0077;0.0226;-0.0376;0.2688;"Full";14
"Fisher";372.894;0.0336;0.0069;0.0144;0.3368;0.7295;"Full";14
"NBWaVE";220.242;0.0306;0.0063;0.0139;0.4147;0.7591;"Full";14
"CMF";795.865;0.033;0.0068;0.0149;0.1328;0.7232;"Full";14
"NMF";536.935;0.034;0.007;0.0146;0.1663;0.7637;"Full";14
"NNLM";225.927;0.0322;0.0067;0.0111;0.1641;0.9079;"Full";14
"AIRWLS";217.982;0.0322;0.0067;0.0118;0.4981;0.7945;"Full";14
"Newton";78.341;0.0319;0.0066;0.0128;0.4794;0.7837;"Full";14
"C-SGD";46.005;0.0317;0.0066;0.0117;0.4216;0.7674;"Full";14
"B-SGD";33.237;0.0322;0.0067;0.0121;0.4075;0.7205;"Full";14
"AvaGrad";482.88;0.0376;0.1459;0.0225;-0.0376;0.2688;"Train";14
"Fisher";372.894;0.0332;0.1453;0.0098;0.3368;0.7295;"Train";14
"NBWaVE";220.242;0.0289;0.1444;0.0133;0.4147;0.7591;"Train";14
"CMF";795.865;0.0326;0.1451;0.0092;0.1328;0.7232;"Train";14
"NMF";536.935;0.0337;0.1454;0.0108;0.1663;0.7637;"Train";14
"NNLM";225.927;0.0318;0.1448;0.0094;0.1641;0.9079;"Train";14
"AIRWLS";217.982;0.0314;0.1448;0.0087;0.4981;0.7945;"Train";14
"Newton";78.341;0.0313;0.1448;0.0087;0.4794;0.7837;"Train";14
"C-SGD";46.005;0.0299;0.1447;0.0104;0.4216;0.7674;"Train";14
"B-SGD";33.237;0.0286;0.1447;0.011;0.4075;0.7205;"Train";14
"AvaGrad";482.88;0.0378;0.495;0.0231;-0.0376;0.2688;"Test";14
"Fisher";372.894;0.0347;0.4943;0.0276;0.3368;0.7295;"Test";14
"NBWaVE";220.242;0.0357;0.4946;0.0154;0.4147;0.7591;"Test";14
"CMF";795.865;0.0343;0.4945;0.0313;0.1328;0.7232;"Test";14
"NMF";536.935;0.0349;0.4943;0.0255;0.1663;0.7637;"Test";14
"NNLM";225.927;0.0332;0.4947;0.0161;0.1641;0.9079;"Test";14
"AIRWLS";217.982;0.0343;0.4946;0.0207;0.4981;0.7945;"Test";14
"Newton";78.341;0.0337;0.4945;0.0246;0.4794;0.7837;"Test";14
"C-SGD";46.005;0.0367;0.4948;0.0153;0.4216;0.7674;"Test";14
"B-SGD";33.237;0.0425;0.4949;0.0152;0.4075;0.7205;"Test";14
"AvaGrad";480.489;0.0391;0.0073;0.023;-0.018;0.2575;"Full";15
"Fisher";316.527;0.034;0.0063;0.0146;0.4171;0.7748;"Full";15
"NBWaVE";216.389;0.0311;0.0058;0.0145;0.4852;0.7821;"Full";15
"CMF";779.37;0.0333;0.0062;0.0162;0.0598;0.65;"Full";15
"NMF";535.958;0.0346;0.0064;0.0149;0.0395;0.6994;"Full";15
"NNLM";225.058;0.0325;0.0061;0.0118;0.0823;0.8098;"Full";15
"AIRWLS";216.978;0.0324;0.0061;0.0123;0.4953;0.8077;"Full";15
"Newton";79.016;0.0323;0.006;0.0135;0.5131;0.8128;"Full";15
"C-SGD";45.563;0.0319;0.006;0.0123;0.4356;0.7563;"Full";15
"B-SGD";33.14;0.0327;0.0061;0.0127;0.3421;0.7163;"Full";15
"AvaGrad";480.489;0.039;0.1454;0.0228;-0.018;0.2575;"Train";15
"Fisher";316.527;0.0335;0.1448;0.0105;0.4171;0.7748;"Train";15
"NBWaVE";216.389;0.0292;0.1439;0.014;0.4852;0.7821;"Train";15
"CMF";779.37;0.0328;0.1448;0.0099;0.0598;0.65;"Train";15
"NMF";535.958;0.0342;0.1448;0.0115;0.0395;0.6994;"Train";15
"NNLM";225.058;0.0321;0.1442;0.0101;0.0823;0.8098;"Train";15
"AIRWLS";216.978;0.0316;0.1443;0.0094;0.4953;0.8077;"Train";15
"Newton";79.016;0.0315;0.1443;0.0094;0.5131;0.8128;"Train";15
"C-SGD";45.563;0.0302;0.1441;0.0109;0.4356;0.7563;"Train";15
"B-SGD";33.14;0.0288;0.1442;0.0116;0.3421;0.7163;"Train";15
"AvaGrad";480.489;0.0394;0.4948;0.0236;-0.018;0.2575;"Test";15
"Fisher";316.527;0.0354;0.4941;0.0265;0.4171;0.7748;"Test";15
"NBWaVE";216.389;0.0365;0.4944;0.0159;0.4852;0.7821;"Test";15
"CMF";779.37;0.0348;0.4937;0.0344;0.0598;0.65;"Test";15
"NMF";535.958;0.0357;0.4941;0.0248;0.0395;0.6994;"Test";15
"NNLM";225.058;0.0338;0.4945;0.0168;0.0823;0.8098;"Test";15
"AIRWLS";216.978;0.0346;0.4944;0.0205;0.4953;0.8077;"Test";15
"Newton";79.016;0.0343;0.4943;0.0255;0.5131;0.8128;"Test";15
"C-SGD";45.563;0.0368;0.4945;0.0162;0.4356;0.7563;"Test";15
"B-SGD";33.14;0.044;0.4947;0.0159;0.3421;0.7163;"Test";15
"AvaGrad";469.038;0.0374;0.0077;0.023;-0.0235;0.2708;"Full";16
"Fisher";318.836;0.0327;0.0068;0.014;0.3912;0.7553;"Full";16
"NBWaVE";215.147;0.0298;0.0062;0.0135;0.4385;0.7768;"Full";16
"CMF";767.081;0.0322;0.0067;0.0184;0.0333;0.6113;"Full";16
"NMF";535.748;0.0332;0.0069;0.0142;0.0293;0.7315;"Full";16
"NNLM";225.791;0.0312;0.0065;0.0108;0.131;0.8365;"Full";16
"AIRWLS";218.539;0.0311;0.0065;0.0112;0.5188;0.8096;"Full";16
"Newton";79.043;0.031;0.0065;0.0125;0.5209;0.8105;"Full";16
"C-SGD";45.757;0.0308;0.0064;0.0112;0.49;0.7866;"Full";16
"B-SGD";33.108;0.0313;0.0065;0.0118;0.451;0.7681;"Full";16
"AvaGrad";469.038;0.0374;0.1458;0.0227;-0.0235;0.2708;"Train";16
"Fisher";318.836;0.0323;0.1451;0.0095;0.3912;0.7553;"Train";16
"NBWaVE";215.147;0.0281;0.1442;0.0129;0.4385;0.7768;"Train";16
"CMF";767.081;0.0318;0.1453;0.0091;0.0333;0.6113;"Train";16
"NMF";535.748;0.0328;0.1452;0.0104;0.0293;0.7315;"Train";16
"NNLM";225.791;0.0309;0.1445;0.0091;0.131;0.8365;"Train";16
"AIRWLS";218.539;0.0305;0.1446;0.0085;0.5188;0.8096;"Train";16
"Newton";79.043;0.0303;0.1446;0.0085;0.5209;0.8105;"Train";16
"C-SGD";45.757;0.0291;0.1444;0.01;0.49;0.7866;"Train";16
"B-SGD";33.108;0.0276;0.1444;0.0106;0.451;0.7681;"Train";16
"AvaGrad";469.038;0.0375;0.4951;0.0238;-0.0235;0.2708;"Test";16
"Fisher";318.836;0.0337;0.4944;0.0272;0.3912;0.7553;"Test";16
"NBWaVE";215.147;0.0349;0.4947;0.015;0.4385;0.7768;"Test";16
"CMF";767.081;0.0334;0.494;0.045;0.0333;0.6113;"Test";16
"NMF";535.748;0.0341;0.4944;0.0251;0.0293;0.7315;"Test";16
"NNLM";225.791;0.0322;0.4948;0.0157;0.131;0.8365;"Test";16
"AIRWLS";218.539;0.033;0.4947;0.0191;0.5188;0.8096;"Test";16
"Newton";79.043;0.0328;0.4946;0.024;0.5209;0.8105;"Test";16
"C-SGD";45.757;0.0356;0.4949;0.0149;0.49;0.7866;"Test";16
"B-SGD";33.108;0.0419;0.495;0.015;0.451;0.7681;"Test";16
"AvaGrad";490.13;0.0371;0.0083;0.0208;-0.0162;0.2631;"Full";17
"Fisher";255.023;0.0325;0.0073;0.0132;0.4941;0.8222;"Full";17
"NBWaVE";211.034;0.0297;0.0066;0.0129;0.4651;0.8085;"Full";17
"CMF";795.691;0.0326;0.0073;0.0162;0.0297;0.4829;"Full";17
"NMF";NA;NA;NA;NA;NA;NA;"Full";17
"NNLM";226.418;0.0312;0.007;0.0104;0.0728;0.7652;"Full";17
"AIRWLS";216.803;0.0309;0.007;0.011;0.5538;0.8398;"Full";17
"Newton";78.838;0.0309;0.007;0.0125;0.5467;0.8377;"Full";17
"C-SGD";46.021;0.0306;0.0069;0.0108;0.4859;0.8045;"Full";17
"B-SGD";33.427;0.0308;0.007;0.0112;0.4721;0.7783;"Full";17
"AvaGrad";490.13;0.0371;0.1464;0.0205;-0.0162;0.2631;"Train";17
"Fisher";255.023;0.0321;0.1457;0.009;0.4941;0.8222;"Train";17
"NBWaVE";211.034;0.028;0.1448;0.0125;0.4651;0.8085;"Train";17
"CMF";795.691;0.0321;0.146;0.0087;0.0297;0.4829;"Train";17
"NMF";NA;NA;NA;NA;NA;NA;"Train";17
"NNLM";226.418;0.0308;0.1452;0.0087;0.0728;0.7652;"Train";17
"AIRWLS";216.803;0.0304;0.1452;0.0081;0.5538;0.8398;"Train";17
"Newton";78.838;0.0303;0.1452;0.008;0.5467;0.8377;"Train";17
"C-SGD";46.021;0.0291;0.145;0.0094;0.4859;0.8045;"Train";17
"B-SGD";33.427;0.0276;0.145;0.0103;0.4721;0.7783;"Train";17
"AvaGrad";490.13;0.0373;0.4951;0.0215;-0.0162;0.2631;"Test";17
"Fisher";255.023;0.0335;0.4944;0.0253;0.4941;0.8222;"Test";17
"NBWaVE";211.034;0.0346;0.4947;0.0142;0.4651;0.8085;"Test";17
"CMF";795.691;0.034;0.494;0.0376;0.0297;0.4829;"Test";17
"NMF";NA;NA;NA;NA;NA;NA;"Test";17
"NNLM";226.418;0.0322;0.4948;0.0155;0.0728;0.7652;"Test";17
"AIRWLS";216.803;0.0325;0.4947;0.0193;0.5538;0.8398;"Test";17
"Newton";78.838;0.0326;0.4946;0.0254;0.5467;0.8377;"Test";17
"C-SGD";46.021;0.035;0.4948;0.0146;0.4859;0.8045;"Test";17
"B-SGD";33.427;0.0402;0.495;0.0138;0.4721;0.7783;"Test";17
"AvaGrad";502.785;0.0378;0.0087;0.0213;-0.0206;0.2569;"Full";18
"Fisher";434.241;0.0336;0.0077;0.0133;0.3942;0.7437;"Full";18
"NBWaVE";181.788;0.0306;0.007;0.0132;0.4698;0.7851;"Full";18
"CMF";798.412;0.0334;0.0077;0.0158;0.0409;0.6384;"Full";18
"NMF";536.989;0.0343;0.0079;0.0137;0.0461;0.7329;"Full";18
"NNLM";225.619;0.0322;0.0074;0.0107;0.1655;0.8897;"Full";18
"AIRWLS";216.898;0.0319;0.0074;0.0114;0.4885;0.7943;"Full";18
"Newton";78.322;0.0319;0.0074;0.0128;0.4927;0.7899;"Full";18
"C-SGD";45.755;0.0313;0.0073;0.0111;0.493;0.7885;"Full";18
"B-SGD";33.184;0.0316;0.0073;0.0115;0.4841;0.7821;"Full";18
"AvaGrad";502.785;0.0377;0.147;0.0211;-0.0206;0.2569;"Train";18
"Fisher";434.241;0.0332;0.1464;0.0093;0.3942;0.7437;"Train";18
"NBWaVE";181.788;0.0289;0.1453;0.0128;0.4698;0.7851;"Train";18
"CMF";798.412;0.033;0.1463;0.0089;0.0409;0.6384;"Train";18
"NMF";536.989;0.034;0.1465;0.0104;0.0461;0.7329;"Train";18
"NNLM";225.619;0.0318;0.1458;0.009;0.1655;0.8897;"Train";18
"AIRWLS";216.898;0.0315;0.1458;0.0082;0.4885;0.7943;"Train";18
"Newton";78.322;0.0314;0.1458;0.0082;0.4927;0.7899;"Train";18
"C-SGD";45.755;0.0299;0.1455;0.0099;0.493;0.7885;"Train";18
"B-SGD";33.184;0.0285;0.1455;0.0105;0.4841;0.7821;"Train";18
"AvaGrad";502.785;0.0378;0.4949;0.0218;-0.0206;0.2569;"Test";18
"Fisher";434.241;0.0345;0.4941;0.0249;0.3942;0.7437;"Test";18
"NBWaVE";181.788;0.0355;0.4945;0.0145;0.4698;0.7851;"Test";18
"CMF";798.412;0.0347;0.4942;0.0355;0.0409;0.6384;"Test";18
"NMF";536.989;0.0351;0.4942;0.0234;0.0461;0.7329;"Test";18
"NNLM";225.619;0.0331;0.4946;0.0156;0.1655;0.8897;"Test";18
"AIRWLS";216.898;0.0333;0.4945;0.0203;0.4885;0.7943;"Test";18
"Newton";78.322;0.0335;0.4944;0.0261;0.4927;0.7899;"Test";18
"C-SGD";45.755;0.0354;0.4946;0.0147;0.493;0.7885;"Test";18
"B-SGD";33.184;0.0407;0.4948;0.0142;0.4841;0.7821;"Test";18
"AvaGrad";473.658;0.0343;0.0082;0.0217;-0.0227;0.263;"Full";19
"Fisher";274.407;0.0304;0.0073;0.0136;0.4904;0.834;"Full";19
"NBWaVE";208.808;0.0278;0.0066;0.0131;0.4492;0.7965;"Full";19
"CMF";791.51;0.0301;0.0072;0.0139;0.0458;0.6875;"Full";19
"NMF";536.935;0.031;0.0074;0.0137;0.191;0.8332;"Full";19
"NNLM";226.098;0.0291;0.007;0.0106;0.2013;0.8826;"Full";19
"AIRWLS";218.173;0.0289;0.007;0.0113;0.5657;0.8483;"Full";19
"Newton";78.866;0.0289;0.007;0.0124;0.5613;0.8521;"Full";19
"C-SGD";45.702;0.0286;0.0069;0.0109;0.5298;0.8206;"Full";19
"B-SGD";33.111;0.0285;0.0069;0.0113;0.4896;0.8024;"Full";19
"AvaGrad";473.658;0.0343;0.1465;0.0216;-0.0227;0.263;"Train";19
"Fisher";274.407;0.0301;0.1459;0.0094;0.4904;0.834;"Train";19
"NBWaVE";208.808;0.0262;0.1449;0.0127;0.4492;0.7965;"Train";19
"CMF";791.51;0.0297;0.1456;0.0089;0.0458;0.6875;"Train";19
"NMF";536.935;0.0307;0.146;0.0104;0.191;0.8332;"Train";19
"NNLM";226.098;0.0288;0.1453;0.009;0.2013;0.8826;"Train";19
"AIRWLS";218.173;0.0285;0.1453;0.0083;0.5657;0.8483;"Train";19
"Newton";78.866;0.0284;0.1454;0.0083;0.5613;0.8521;"Train";19
"C-SGD";45.702;0.0272;0.1451;0.0097;0.5298;0.8206;"Train";19
"B-SGD";33.111;0.0256;0.145;0.0105;0.4896;0.8024;"Train";19
"AvaGrad";473.658;0.0343;0.4948;0.0221;-0.0227;0.263;"Test";19
"Fisher";274.407;0.0313;0.4941;0.0255;0.4904;0.834;"Test";19
"NBWaVE";208.808;0.0324;0.4945;0.0145;0.4492;0.7965;"Test";19
"CMF";791.51;0.0311;0.4944;0.0281;0.0458;0.6875;"Test";19
"NMF";536.935;0.0317;0.4941;0.023;0.191;0.8332;"Test";19
"NNLM";226.098;0.03;0.4945;0.0154;0.2013;0.8826;"Test";19
"AIRWLS";218.173;0.0302;0.4944;0.0197;0.5657;0.8483;"Test";19
"Newton";78.866;0.0304;0.4943;0.0243;0.5613;0.8521;"Test";19
"C-SGD";45.702;0.0325;0.4946;0.0144;0.5298;0.8206;"Test";19
"B-SGD";33.111;0.0369;0.4947;0.0136;0.4896;0.8024;"Test";19
"AvaGrad";48.316;0.0396;0.0075;0.024;-0.0129;0.2611;"Full";20
"Fisher";257.175;0.0344;0.0065;0.0151;0.4775;0.829;"Full";20
"NBWaVE";213.251;0.0316;0.006;0.0147;0.4855;0.8012;"Full";20
"CMF";785.448;0.034;0.0065;0.0207;-0.0033;0.6227;"Full";20
"NMF";NA;NA;NA;NA;NA;NA;"Full";20
"NNLM";226.385;0.033;0.0063;0.0121;0.1782;0.9103;"Full";20
"AIRWLS";217.213;0.0328;0.0063;0.0126;0.5337;0.839;"Full";20
"Newton";78.718;0.0327;0.0063;0.014;0.5274;0.8382;"Full";20
"C-SGD";45.664;0.0324;0.0062;0.0125;0.5123;0.8158;"Full";20
"B-SGD";33.119;0.033;0.0063;0.013;0.4676;0.7745;"Full";20
"AvaGrad";48.316;0.0396;0.1456;0.0238;-0.0129;0.2611;"Train";20
"Fisher";257.175;0.0341;0.1449;0.0108;0.4775;0.829;"Train";20
"NBWaVE";213.251;0.0298;0.144;0.0142;0.4855;0.8012;"Train";20
"CMF";785.448;0.0334;0.1452;0.0103;-0.0033;0.6227;"Train";20
"NMF";NA;NA;NA;NA;NA;NA;"Train";20
"NNLM";226.385;0.0327;0.1444;0.0104;0.1782;0.9103;"Train";20
"AIRWLS";217.213;0.0322;0.1444;0.0097;0.5337;0.839;"Train";20
"Newton";78.718;0.0321;0.1444;0.0097;0.5274;0.8382;"Train";20
"C-SGD";45.664;0.0309;0.1442;0.0111;0.5123;0.8158;"Train";20
"B-SGD";33.119;0.0294;0.1443;0.012;0.4676;0.7745;"Train";20
"AvaGrad";48.316;0.0397;0.495;0.0247;-0.0129;0.2611;"Test";20
"Fisher";257.175;0.0355;0.4943;0.0273;0.4775;0.829;"Test";20
"NBWaVE";213.251;0.0368;0.4946;0.0161;0.4855;0.8012;"Test";20
"CMF";785.448;0.0355;0.4936;0.0503;-0.0033;0.6227;"Test";20
"NMF";NA;NA;NA;NA;NA;NA;"Test";20
"NNLM";226.385;0.034;0.4947;0.0167;0.1782;0.9103;"Test";20
"AIRWLS";217.213;0.0344;0.4946;0.0208;0.5337;0.839;"Test";20
"Newton";78.718;0.0345;0.4945;0.0263;0.5274;0.8382;"Test";20
"C-SGD";45.664;0.0368;0.4947;0.0164;0.5123;0.8158;"Test";20
"B-SGD";33.119;0.0433;0.4949;0.0157;0.4676;0.7745;"Test";20
"AvaGrad";35.6;0.0377;0.0082;0.0217;-0.0273;0.268;"Full";21
"Fisher";265.174;0.0336;0.0073;0.0145;0.309;0.6805;"Full";21
"NBWaVE";210.729;0.0306;0.0067;0.0142;0.4017;0.753;"Full";21
"CMF";796.302;0.0331;0.0073;Inf;0.2004;0.6807;"Full";21
"NMF";535.519;0.0343;0.0075;0.0148;0.0871;0.6542;"Full";21
"NNLM";226.252;0.0321;0.0071;0.0114;0.2298;0.8409;"Full";21
"AIRWLS";217.104;0.0319;0.007;0.0123;0.4383;0.7775;"Full";21
"Newton";79.06;0.0319;0.007;0.0138;0.448;0.774;"Full";21
"C-SGD";45.899;0.0312;0.0069;0.0119;0.4678;0.7724;"Full";21
"B-SGD";33.115;0.0314;0.0069;0.0122;0.38;0.7267;"Full";21
"AvaGrad";35.6;0.0377;0.1462;0.0215;-0.0273;0.268;"Train";21
"Fisher";265.174;0.0332;0.1456;0.0102;0.309;0.6805;"Train";21
"NBWaVE";210.729;0.0289;0.1446;0.0136;0.4017;0.753;"Train";21
"CMF";796.302;0.0328;0.1454;Inf;0.2004;0.6807;"Train";21
"NMF";535.519;0.034;0.1457;0.0113;0.0871;0.6542;"Train";21
"NNLM";226.252;0.0318;0.145;0.0097;0.2298;0.8409;"Train";21
"AIRWLS";217.104;0.0314;0.1451;0.009;0.4383;0.7775;"Train";21
"Newton";79.06;0.0313;0.1451;0.009;0.448;0.774;"Train";21
"C-SGD";45.899;0.0297;0.1448;0.0107;0.4678;0.7724;"Train";21
"B-SGD";33.115;0.0284;0.1447;0.0112;0.38;0.7267;"Train";21
"AvaGrad";35.6;0.0378;0.4954;0.0223;-0.0273;0.268;"Test";21
"Fisher";265.174;0.0346;0.4946;0.0268;0.309;0.6805;"Test";21
"NBWaVE";210.729;0.0356;0.495;0.0157;0.4017;0.753;"Test";21
"CMF";796.302;0.0342;0.4949;0.0314;0.2004;0.6807;"Test";21
"NMF";535.519;0.035;0.4948;0.0246;0.0871;0.6542;"Test";21
"NNLM";226.252;0.033;0.495;0.0162;0.2298;0.8409;"Test";21
"AIRWLS";217.104;0.0333;0.4949;0.0217;0.4383;0.7775;"Test";21
"Newton";79.06;0.0335;0.4949;0.0279;0.448;0.774;"Test";21
"C-SGD";45.899;0.0356;0.4951;0.0155;0.4678;0.7724;"Test";21
"B-SGD";33.115;0.04;0.4953;0.015;0.38;0.7267;"Test";21
"AvaGrad";498.08;0.0365;0.0085;0.0199;-0.0132;0.2545;"Full";22
"Fisher";355.467;0.0324;0.0075;0.0128;0.3672;0.7294;"Full";22
"NBWaVE";214.352;0.0295;0.0069;0.0126;0.4401;0.7682;"Full";22
"CMF";794.846;0.0321;0.0075;0.0153;-0.0554;0.6492;"Full";22
"NMF";NA;NA;NA;NA;NA;NA;"Full";22
"NNLM";228.703;0.031;0.0073;0.0102;0.074;0.8858;"Full";22
"AIRWLS";218.657;0.0307;0.0072;0.0107;0.5063;0.8023;"Full";22
"Newton";78.488;0.0307;0.0072;0.0121;0.4755;0.8018;"Full";22
"C-SGD";45.563;0.0303;0.0071;0.0105;0.4851;0.7997;"Full";22
"B-SGD";33.641;0.0306;0.0072;0.0108;0.4583;0.784;"Full";22
"AvaGrad";498.08;0.0365;0.1465;0.0197;-0.0132;0.2545;"Train";22
"Fisher";355.467;0.032;0.1459;0.0088;0.3672;0.7294;"Train";22
"NBWaVE";214.352;0.0278;0.1449;0.0121;0.4401;0.7682;"Train";22
"CMF";794.846;0.0317;0.1459;0.0084;-0.0554;0.6492;"Train";22
"NMF";NA;NA;NA;NA;NA;NA;"Train";22
"NNLM";228.703;0.0306;0.1453;0.0085;0.074;0.8858;"Train";22
"AIRWLS";218.657;0.0302;0.1453;0.0079;0.5063;0.8023;"Train";22
"Newton";78.488;0.0302;0.1454;0.0079;0.4755;0.8018;"Train";22
"C-SGD";45.563;0.0289;0.1451;0.0092;0.4851;0.7997;"Train";22
"B-SGD";33.641;0.0276;0.1451;0.0099;0.4583;0.784;"Train";22
"AvaGrad";498.08;0.0366;0.4953;0.0203;-0.0132;0.2545;"Test";22
"Fisher";355.467;0.0333;0.4946;0.0241;0.3672;0.7294;"Test";22
"NBWaVE";214.352;0.0344;0.495;0.0138;0.4401;0.7682;"Test";22
"CMF";794.846;0.0335;0.4944;0.0349;-0.0554;0.6492;"Test";22
"NMF";NA;NA;NA;NA;NA;NA;"Test";22
"NNLM";228.703;0.032;0.495;0.015;0.074;0.8858;"Test";22
"AIRWLS";218.657;0.0322;0.4949;0.0188;0.5063;0.8023;"Test";22
"Newton";78.488;0.0324;0.4948;0.0243;0.4755;0.8018;"Test";22
"C-SGD";45.563;0.0344;0.495;0.0143;0.4851;0.7997;"Test";22
"B-SGD";33.641;0.0392;0.4952;0.0134;0.4583;0.784;"Test";22
"AvaGrad";490.856;0.0354;0.0081;0.0227;-0.0171;0.2703;"Full";23
"Fisher";420.382;0.0313;0.0072;0.0142;0.3086;0.7111;"Full";23
"NBWaVE";241.612;0.0286;0.0065;0.0137;0.4753;0.7866;"Full";23
"CMF";797.861;0.0311;0.0071;0.0163;0.02;0.6042;"Full";23
"NMF";NA;NA;NA;NA;NA;NA;"Full";23
"NNLM";225.559;0.0298;0.0069;0.011;0.0678;0.871;"Full";23
"AIRWLS";217.545;0.0297;0.0068;0.0118;0.52;0.8244;"Full";23
"Newton";78.252;0.0297;0.0068;0.0129;0.5252;0.8223;"Full";23
"C-SGD";45.608;0.0292;0.0067;0.0115;0.4854;0.793;"Full";23
"B-SGD";33.081;0.0296;0.0068;0.0119;0.4327;0.7476;"Full";23
"AvaGrad";490.856;0.0355;0.1462;0.0225;-0.0171;0.2703;"Train";23
"Fisher";420.382;0.031;0.1456;0.0098;0.3086;0.7111;"Train";23
"NBWaVE";241.612;0.0271;0.1447;0.0132;0.4753;0.7866;"Train";23
"CMF";797.861;0.0307;0.1455;0.0093;0.02;0.6042;"Train";23
"NMF";NA;NA;NA;NA;NA;NA;"Train";23
"NNLM";225.559;0.0296;0.145;0.0093;0.0678;0.871;"Train";23
"AIRWLS";217.545;0.0293;0.145;0.0085;0.52;0.8244;"Train";23
"Newton";78.252;0.0292;0.1451;0.0085;0.5252;0.8223;"Train";23
"C-SGD";45.608;0.0279;0.1448;0.0102;0.4854;0.793;"Train";23
"B-SGD";33.081;0.0267;0.1448;0.011;0.4327;0.7476;"Train";23
"AvaGrad";490.856;0.0353;0.4951;0.0233;-0.0171;0.2703;"Test";23
